,SPY,AOM,VT,AGG,BIL,^VIX,VDE,DBC,AQMIX,IWN
2022-01-03,0.10961276889382576,0.009556693907979108,0.017257810801204563,-0.03302251780130676,0.0023855891117733562,0.10693584945073016,-0.03179599121617971,-0.0009010666250976471,0.00027734112534629667,0.04320395554413008
2022-01-04,0.10961276889382576,0.009556693907979108,0.017257810801204563,-0.03302251780130676,0.0023855891117733562,0.10693584945073016,-0.03179599121617971,-0.0009010666250976471,0.00027734112534629667,0.04320395554413008
2022-01-05,0.10961276889382576,0.009556693907979108,0.017257810801204563,-0.03302251780130676,0.0023855891117733562,0.10693584945073016,-0.03179599121617971,-0.0009010666250976471,0.00027734112534629667,0.04320395554413008
2022-01-06,0.10961276889382576,0.009556693907979108,0.017257810801204563,-0.03302251780130676,0.0023855891117733562,0.10693584945073016,-0.03179599121617971,-0.0009010666250976471,0.00027734112534629667,0.04320395554413008
2022-01-07,0.10961276889382576,0.009556693907979108,0.017257810801204563,-0.03302251780130676,0.0023855891117733562,0.10693584945073016,-0.03179599121617971,-0.0009010666250976471,0.00027734112534629667,0.04320395554413008
2022-01-10,0.10961276889382576,0.009556693907979108,0.017257810801204563,-0.03302251780130676,0.0023855891117733562,0.10693584945073016,-0.03179599121617971,-0.0009010666250976471,0.00027734112534629667,0.04320395554413008
2022-01-11,0.10961276889382576,0.009556693907979108,0.017257810801204563,-0.03302251780130676,0.0023855891117733562,0.10693584945073016,-0.03179599121617971,-0.0009010666250976471,0.00027734112534629667,0.04320395554413008
2022-01-12,0.10961276889382576,0.009556693907979108,0.017257810801204563,-0.03302251780130676,0.0023855891117733562,0.10693584945073016,-0.03179599121617971,-0.0009010666250976471,0.00027734112534629667,0.04320395554413008
2022-01-13,0.10961276889382576,0.009556693907979108,0.017257810801204563,-0.03302251780130676,0.0023855891117733562,0.10693584945073016,-0.03179599121617971,-0.0009010666250976471,0.00027734112534629667,0.04320395554413008
2022-01-14,0.10961276889382576,0.009556693907979108,0.017257810801204563,-0.03302251780130676,0.0023855891117733562,0.10693584945073016,-0.03179599121617971,-0.0009010666250976471,0.00027734112534629667,0.04320395554413008
2022-01-18,0.10961276889382576,0.009556693907979108,0.017257810801204563,-0.03302251780130676,0.0023855891117733562,0.10693584945073016,-0.03179599121617971,-0.0009010666250976471,0.00027734112534629667,0.04320395554413008
2022-01-19,0.10961276889382576,0.009556693907979108,0.017257810801204563,-0.03302251780130676,0.0023855891117733562,0.10693584945073016,-0.03179599121617971,-0.0009010666250976471,0.00027734112534629667,0.04320395554413008
2022-01-20,0.10961276889382576,0.009556693907979108,0.017257810801204563,-0.03302251780130676,0.0023855891117733562,0.10693584945073016,-0.03179599121617971,-0.0009010666250976471,0.00027734112534629667,0.04320395554413008
2022-01-21,0.10961276889382576,0.009556693907979108,0.017257810801204563,-0.03302251780130676,0.0023855891117733562,0.10693584945073016,-0.03179599121617971,-0.0009010666250976471,0.00027734112534629667,0.04320395554413008
2022-01-24,0.10961276889382576,0.009556693907979108,0.017257810801204563,-0.03302251780130676,0.0023855891117733562,0.10693584945073016,-0.03179599121617971,-0.0009010666250976471,0.00027734112534629667,0.04320395554413008
2022-01-25,0.10961276889382576,0.009556693907979108,0.017257810801204563,-0.03302251780130676,0.0023855891117733562,0.10693584945073016,-0.03179599121617971,-0.0009010666250976471,0.00027734112534629667,0.04320395554413008
2022-01-26,0.10961276889382576,0.009556693907979108,0.017257810801204563,-0.03302251780130676,0.0023855891117733562,0.10693584945073016,-0.03179599121617971,-0.0009010666250976471,0.00027734112534629667,0.04320395554413008
2022-01-27,0.10961276889382576,0.009556693907979108,0.017257810801204563,-0.03302251780130676,0.0023855891117733562,0.10693584945073016,-0.03179599121617971,-0.0009010666250976471,0.00027734112534629667,0.04320395554413008
2022-01-28,0.10961276889382576,0.009556693907979108,0.017257810801204563,-0.03302251780130676,0.0023855891117733562,0.10693584945073016,-0.03179599121617971,-0.0009010666250976471,0.00027734112534629667,0.04320395554413008
2022-01-31,0.10961276889382576,0.009556693907979108,0.017257810801204563,-0.03302251780130676,0.0023855891117733562,0.10693584945073016,-0.03179599121617971,-0.0009010666250976471,0.00027734112534629667,0.04320395554413008
2022-02-01,-0.16858579829334683,-0.0855945428725077,-0.1756296541795049,-0.033067419694387326,0.00010913976588144969,0.10695055107885489,0.16057059499840665,0.13891222674584022,0.06274893729151876,0.01562865928218799
2022-02-02,-0.16858579829334683,-0.0855945428725077,-0.1756296541795049,-0.033067419694387326,0.00010913976588144969,0.10695055107885489,0.16057059499840665,0.13891222674584022,0.06274893729151876,0.01562865928218799
2022-02-03,-0.16858579829334683,-0.0855945428725077,-0.1756296541795049,-0.033067419694387326,0.00010913976588144969,0.10695055107885489,0.16057059499840665,0.13891222674584022,0.06274893729151876,0.01562865928218799
2022-02-04,-0.16858579829334683,-0.0855945428725077,-0.1756296541795049,-0.033067419694387326,0.00010913976588144969,0.10695055107885489,0.16057059499840665,0.13891222674584022,0.06274893729151876,0.01562865928218799
2022-02-07,-0.16858579829334683,-0.0855945428725077,-0.1756296541795049,-0.033067419694387326,0.00010913976588144969,0.10695055107885489,0.16057059499840665,0.13891222674584022,0.06274893729151876,0.01562865928218799
2022-02-08,-0.16858579829334683,-0.0855945428725077,-0.1756296541795049,-0.033067419694387326,0.00010913976588144969,0.10695055107885489,0.16057059499840665,0.13891222674584022,0.06274893729151876,0.01562865928218799
2022-02-09,-0.16858579829334683,-0.0855945428725077,-0.1756296541795049,-0.033067419694387326,0.00010913976588144969,0.10695055107885489,0.16057059499840665,0.13891222674584022,0.06274893729151876,0.01562865928218799
2022-02-10,-0.16858579829334683,-0.0855945428725077,-0.1756296541795049,-0.033067419694387326,0.00010913976588144969,0.10695055107885489,0.16057059499840665,0.13891222674584022,0.06274893729151876,0.01562865928218799
2022-02-11,-0.16858579829334683,-0.0855945428725077,-0.1756296541795049,-0.033067419694387326,0.00010913976588144969,0.10695055107885489,0.16057059499840665,0.13891222674584022,0.06274893729151876,0.01562865928218799
2022-02-14,-0.16858579829334683,-0.0855945428725077,-0.1756296541795049,-0.033067419694387326,0.00010913976588144969,0.10695055107885489,0.16057059499840665,0.13891222674584022,0.06274893729151876,0.01562865928218799
2022-02-15,-0.16858579829334683,-0.0855945428725077,-0.1756296541795049,-0.033067419694387326,0.00010913976588144969,0.10695055107885489,0.16057059499840665,0.13891222674584022,0.06274893729151876,0.01562865928218799
2022-02-16,-0.16858579829334683,-0.0855945428725077,-0.1756296541795049,-0.033067419694387326,0.00010913976588144969,0.10695055107885489,0.16057059499840665,0.13891222674584022,0.06274893729151876,0.01562865928218799
