Date,XLC,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLRE,XLK,XLU,XLC_SMA10,XLC_SMA50,XLC_RSI,XLC_MACD,XLC_MACD_Signal,XLY_SMA10,XLY_SMA50,XLY_RSI,XLY_MACD,XLY_MACD_Signal,XLP_SMA10,XLP_SMA50,XLP_RSI,XLP_MACD,XLP_MACD_Signal,XLE_SMA10,XLE_SMA50,XLE_RSI,XLE_MACD,XLE_MACD_Signal,XLF_SMA10,XLF_SMA50,XLF_RSI,XLF_MACD,XLF_MACD_Signal,XLV_SMA10,XLV_SMA50,XLV_RSI,XLV_MACD,XLV_MACD_Signal,XLI_SMA10,XLI_SMA50,XLI_RSI,XLI_MACD,XLI_MACD_Signal,XLB_SMA10,XLB_SMA50,XLB_RSI,XLB_MACD,XLB_MACD_Signal,XLRE_SMA10,XLRE_SMA50,XLRE_RSI,XLRE_MACD,XLRE_MACD_Signal,XLK_SMA10,XLK_SMA50,XLK_RSI,XLK_MACD,XLK_MACD_Signal,XLU_SMA10,XLU_SMA50,XLU_RSI,XLU_MACD,XLU_MACD_Signal
2018-08-28,0.1520836174199789,0.16099212452488187,0.08841979867770566,0.46681339415458895,0.2567561760984451,0.15398216398961084,0.24400237561347088,0.2789993475545922,0.22077848528255994,0.08534556108185137,0.10573145126447758,0.11982400784555658,0.10636720013480283,0.49519094744363534,0.5976826584962449,0.5668792284632054,0.1244774963302957,0.06481044894317911,0.6338968488057737,0.6107838023600974,0.5790942700677626,0.06748202361709255,0.0,0.5822906978789549,0.7204980958666526,0.7315039380370054,0.4453338176660445,0.44649292789564216,0.46787175339102427,0.6243565284915477,0.6054643777445314,0.20642404981771745,0.16402843171999226,0.5383018798412877,0.7491929663349244,0.7343347986259213,0.0740307136921805,0.0,0.809485731854452,0.7941485943895266,0.8054022335543772,0.18757270701455175,0.13004520377205775,0.619020028584816,0.7637756487362264,0.7668021216928511,0.22637454047849137,0.15503750131366878,0.5525615077256528,0.6683604392379372,0.6385084103393301,0.10788364248896709,0.009890469235408483,0.6673728833902667,0.7501680442325844,0.7219993879738406,0.0644977495974734,0.0411760127107994,0.6390243605209126,0.5821166096085107,0.551108348306042,0.019267306526516537,0.0,0.5563315785057019,0.7297631701333128,0.7207428436416976
2018-08-29,0.15614018394080775,0.16885653823719038,0.0896291069702232,0.471217589773051,0.2565048527383614,0.1601772249938559,0.24454830133247513,0.28532517533474444,0.21917758622411243,0.08875466113918118,0.11300680985405243,0.12153439471129812,0.1063740106452169,0.49655732817452125,0.6089635225693856,0.5746287808691104,0.12792131687080266,0.0656508645285262,0.670187441635892,0.620651830834926,0.585128074140924,0.06777973008250049,0.0013168153136244864,0.6242362504448894,0.7130125930537845,0.7255659619281893,0.4486900111601648,0.44660278471117415,0.5386776681631229,0.6322402209610849,0.6097162132741551,0.2086991831310956,0.16476624812561003,0.5753034303026171,0.751441162255572,0.735833589614609,0.07737982395054233,0.0019279378885355136,0.860928989096274,0.7992038783680531,0.8080772556567796,0.19025135335864518,0.13098707008982546,0.6647474100453759,0.766087654293422,0.7692559639687682,0.23019184264211345,0.15561269475792117,0.5612046203635109,0.6788332251130419,0.6442618576332185,0.1099969238266274,0.012044395925594253,0.6461556046272264,0.7523580398770061,0.722929821649688,0.06606698430669877,0.04164478833295482,0.6877034696035705,0.5908325744318563,0.5564320682382728,0.019310108677786042,0.0015377295636229693,0.57469519146741,0.7280825437742457,0.717348424914909
2018-08-30,0.15164905657209748,0.16480324585891692,0.08620241275193907,0.4692068992676213,0.2509779199695686,0.1594543622850627,0.23963520332931415,0.27534464818876225,0.21341418192442208,0.0876016486831731,0.11337973898289144,0.12280192957051772,0.10606411724398546,0.5143423928106978,0.6137060126742048,0.5819317325399769,0.13057237513467423,0.06630382458657547,0.6935003819967908,0.6247011249526246,0.5908837055461319,0.06607865523330259,0.00253407409417572,0.6306866523363017,0.7036208199180162,0.7186265009712777,0.4513082419062374,0.4465915742891126,0.4965746809579392,0.6372206439693068,0.6142359357461563,0.20937631831817927,0.1654140919698126,0.6036685803405435,0.7484545368106457,0.7363549257196622,0.0796467298009047,0.0037957020172518785,0.9391946819705651,0.8009346664930431,0.8106333360930336,0.19146266206591245,0.1318014836860798,0.678770874669808,0.763285346919483,0.7705492279442664,0.23239708572754447,0.1560087906376365,0.5730768525124565,0.6791713488897748,0.6489427209174878,0.11044976148561592,0.01373163490315421,0.6823803888675258,0.7505520736308069,0.7232424456520438,0.06735324494641715,0.04207251942172724,0.7502613527584711,0.5956239030024734,0.561896470653027,0.018154741901269755,0.003066642572773448,0.6135977708538521,0.7265139476411271,0.7142548035253895
2018-08-31,0.14454991840904363,0.16758604974830382,0.08579949325794811,0.4636538152674517,0.25022411347579615,0.1592480186390347,0.24009023222154763,0.27281423127700466,0.2175765347208657,0.08790233504331163,0.10908912717154806,0.12367239376223405,0.10569293062879082,0.4512096934917945,0.610815328191315,0.5871015947691328,0.1334573777935053,0.06715361002853792,0.7597638586311459,0.6292069774925139,0.596521497247565,0.0634420433507672,0.003697035857030073,0.6263739244618179,0.6953050076567749,0.7111366423192048,0.4531581713082411,0.4467619572051021,0.5211874685381345,0.6374352927370722,0.6178999087973726,0.2098096787241439,0.16609192232798675,0.6758165764284795,0.7450196556542107,0.7359925839882493,0.08157191090764004,0.005776594783773792,0.9332806811280092,0.8005023675127896,0.8125742804406094,0.1922702040118871,0.13282544953444897,0.7234022660978777,0.760734192675857,0.7709740601100619,0.23367458990087775,0.15655642645210455,0.6082518414952923,0.6771792354920275,0.6522272400857732,0.11018560693317503,0.015365025873695926,0.7029401682539954,0.7506767242740512,0.7235223430531353,0.06861377190169149,0.04256613588786712,0.7725779305864543,0.599068092409882,0.5671344990275932,0.015908186462403773,0.004419309306819885,0.5687352076208166,0.7223535212692931,0.7107770984698852
2018-09-04,0.13571230205189855,0.16891710557915185,0.08438849613070831,0.46212201348727483,0.2537412227674863,0.15160784816838557,0.23954415085729214,0.267050636652135,0.20797083548058193,0.08644851363147593,0.11356620354731106,0.12348914465608707,0.10503909403378386,0.32746443369505684,0.6003397152079979,0.5888004007323847,0.13596552636287562,0.06806744461637204,0.7316808870413163,0.6329442891020025,0.6018887746169121,0.060720364192341725,0.004638269196804323,0.5475564096210216,0.687106011150487,0.7032336934941875,0.4543510095918859,0.4465669106665768,0.49841468829342694,0.6366771007917645,0.6206608504510626,0.21037844735592837,0.1669317113687988,0.6528047973037344,0.7445110009684474,0.7355872915118521,0.08231234202742876,0.007487902623877218,0.7447659253792727,0.7917411784411758,0.8120209407798552,0.1925163859989012,0.1337824434372239,0.6840963753219644,0.7576207410307596,0.7705697460343214,0.2337049840916514,0.15667352986092864,0.5388656632488629,0.6709478448097699,0.6534154252424271,0.10863837491515649,0.016477874715133956,0.6112749155831072,0.7453204688957206,0.7224658282332512,0.06978168946650065,0.043053273167401596,0.6899325671716685,0.5992664510595624,0.5713748257910459,0.014581631170999643,0.005723511883621191,0.583913743088774,0.7212812650992784,0.7077364832695009
2018-09-05,0.12658505673035436,0.16129456794026054,0.09688541490078195,0.46116472999110164,0.254243705901175,0.15542771342114514,0.24454830133247513,0.27253317598486104,0.21469479445982065,0.08173601707283912,0.12755726428369796,0.12188566547727175,0.10452488118084269,0.3336665692449955,0.5837680746542436,0.5863041601721962,0.137070135292931,0.06916248012053716,0.7439323932198553,0.6294075107080669,0.6053715389802429,0.06014625674744223,0.005742405933173433,0.616258310582281,0.6904180580306083,0.6976833223975647,0.4550687466092531,0.4466879779041702,0.7326104268091551,0.6355601680348685,0.6226188189360562,0.21070345884246588,0.16795745533395667,0.741327811635342,0.7440150303512628,0.7351505165878655,0.0834742469332106,0.009476004015224415,0.7960922229692157,0.7867892128873861,0.8103878700660037,0.19274285725404594,0.13505698820604828,0.7634023452934731,0.7584717477774542,0.7704497031159396,0.2339787439844665,0.1572383906956264,0.6534185373188434,0.669940390602341,0.6541332548522463,0.10905346337575827,0.017850992484637063,0.5985381645448388,0.7440240798701439,0.7213107097661278,0.07040424248474242,0.04359765866971771,0.6419601676123793,0.5929241918322136,0.5731714698207345,0.015694175706055358,0.006988058583079493,0.6114380187339511,0.7281438007115203,0.7069581016767458
2018-09-06,0.1213692699442327,0.1593586744404587,0.09990873144962131,0.4480481678579323,0.2509779199695686,0.15542771342114514,0.2467320042084919,0.27422005930720184,0.21821687909976462,0.07902881820085023,0.1333402056925732,0.11982402640806722,0.10386014583750502,0.3005076715493368,0.5662933766483658,0.580241791899394,0.13788883506658778,0.07008568329553067,0.6901707116499286,0.6244224353008857,0.6070145680300036,0.060614039764214755,0.007013974074925766,0.5010288023585063,0.6949960380970445,0.6943100833355238,0.45351196512998493,0.4462934038969642,0.5457110327928172,0.6258188946997804,0.6219979862670546,0.21094723950220906,0.16895920956715715,0.6011323640068676,0.7406774846391756,0.7340437724679849,0.0845336450957126,0.011526685460335306,0.7392511843241402,0.7814666238135868,0.8078019206221391,0.19394431901876819,0.13632506120664412,0.7216286852167563,0.760198663444083,0.7707664376038684,0.23489125927919596,0.15776880599470833,0.6384109227177276,0.6701771060078594,0.6547621989983924,0.1106761488724175,0.019170270793068322,0.5725692115363163,0.744297206142439,0.7204519068421833,0.0706357659609052,0.044053471516443066,0.534607108817966,0.5839884063729033,0.5723606753281657,0.018325809875013643,0.008362758428736683,0.582780890280365,0.7363971188870817,0.708324734102621
2018-09-07,0.12281806047328336,0.15929830374571152,0.09769162042912705,0.4479523901128816,0.25022411347579615,0.15687335084570542,0.24454830133247513,0.26873770383096873,0.2044490557302362,0.07777552247115638,0.12084182488638939,0.11822052866674126,0.10337658304095299,0.3376442789252754,0.5545876266613808,0.5726686300183647,0.13877252643497995,0.0712291485558103,0.6848638022363391,0.6197481276575875,0.6072570744010116,0.06112434675219669,0.008285542216678099,0.3663200866896029,0.6962460677287737,0.6919028550600594,0.45229889590015393,0.44567239486346094,0.53019508663834,0.6183797127014269,0.6198310010902817,0.21146186600671202,0.17014091543293863,0.5706501775021428,0.7370562933266628,0.7323366908251508,0.08578670702106739,0.013781963432755173,0.727310137048904,0.7772054034863338,0.8047088097668654,0.19512607005162108,0.137666576073306,0.6538323535359111,0.7591538306964452,0.7707700883996325,0.23581898493030307,0.15822688852206424,0.5660395843058738,0.6659836670826678,0.6542966841024787,0.1109780346559921,0.020184405409928274,0.423546470858562,0.7370162526546309,0.718024325531074,0.07065634535946563,0.044584894243329176,0.49196859206033483,0.5749050590806014,0.5694268056718655,0.019609563015148268,0.009332097426989705,0.46308715568658687,0.7350717693193081,0.7090985845461657
2018-09-10,0.12426690970297538,0.16189965141823193,0.10152114250631128,0.44766505687773,0.2494704705685023,0.15439546723284903,0.24818790988933742,0.26972164249546215,0.2102120789179286,0.07892853492716445,0.12587829495541092,0.11568550226082719,0.10276020839251232,0.34061624389737877,0.5475351618934005,0.5649693900553513,0.13950029183644475,0.07230700704739401,0.6678954515218504,0.6173413411553125,0.6068991528279744,0.062187484699369744,0.009643084922389411,0.4275435941907368,0.6997986347037393,0.6908051219942623,0.45050960196614753,0.4450670737121721,0.4832049910726107,0.6126973012530301,0.6168215414825644,0.2116243864465408,0.17116666330394648,0.5282896771751945,0.7332542637266056,0.7301083050569287,0.08626518185742871,0.015952990346102425,0.641301336351683,0.7703202360914801,0.8005792012739426,0.19637678337584752,0.13907290747724277,0.6446015961072953,0.7605338179919289,0.7711028547503189,0.2356973020792822,0.158633311004876,0.5368537301646438,0.6632396418907158,0.6532904116445264,0.11109118343126068,0.021072893252754632,0.4541853922957531,0.7338185349353549,0.7153178341854073,0.07041451750542166,0.04505042983195995,0.5279543892182166,0.5687598901013037,0.565533677518709,0.020978870232345237,0.010429214405816678,0.5179005963605069,0.7363993536018129,0.7100376590423929
2018-09-11,0.13122105728190558,0.16752553156814598,0.0974900232294954,0.45427120211912336,0.25022411347579615,0.15356974067663298,0.24800588276791885,0.27140852581780284,0.21053259410817626,0.0820868450698205,0.1232664773060188,0.11315046347990598,0.1023277216645393,0.36628477551846816,0.5493942145118331,0.5592424946905581,0.14035149268790437,0.07350045587824394,0.6693317324309423,0.6189779366450509,0.6069881212718486,0.06276159214426924,0.010923694680963214,0.4671064596924925,0.6987132872589352,0.6896739574909468,0.4488618151298276,0.4445110693959467,0.5129501560586756,0.6131933162069377,0.6145253440011523,0.21083893761177397,0.17221040542684762,0.49761550315465375,0.7304967290792239,0.727699882864858,0.08627658983463604,0.018063853756638215,0.6243545123180361,0.7629332611735802,0.7954997655672171,0.19665255673083482,0.14044251009518005,0.5867897376202366,0.7607892125303247,0.7714301124463974,0.2345262571396014,0.1590121758579034,0.5266159833475914,0.6621921577922528,0.6522434283931812,0.1114308363804748,0.021898564118024044,0.5133488686165423,0.7310924082258765,0.7125009503944262,0.07014696435470558,0.04558725320168294,0.5712571128720704,0.5674453561187234,0.5620884579448258,0.022754652232721995,0.0114293906582974,0.5492504743301319,0.7353664060652403,0.7105399422358244
