Date,portfolio_value,daily_return,cumulative_return
2021-08-30,,,0.0
2021-08-31,,,0.0
2021-09-01,,,0.0
2021-09-02,,,0.0
2021-09-03,,,0.0
2021-09-07,,,0.0
2021-09-08,,,0.0
2021-09-09,,,0.0
2021-09-10,,,0.0
2021-09-13,,,0.0
2021-09-14,,,0.0
2021-09-15,,,0.0
2021-09-16,,,0.0
2021-09-17,,,0.0
2021-09-20,,,0.0
2021-09-21,,,0.0
2021-09-22,,,0.0
2021-09-23,,,0.0
2021-09-24,,,0.0
2021-09-27,,,0.0
2021-09-28,,,0.0
2021-09-29,,,0.0
2021-09-30,,,0.0
2021-10-01,,,0.0
2021-10-04,,,0.0
2021-10-05,,,0.0
2021-10-06,,,0.0
2021-10-07,,,0.0
2021-10-08,,,0.0
2021-10-11,,,0.0
2021-10-12,,,0.0
2021-10-13,,,0.0
2021-10-14,,,0.0
2021-10-15,,,0.0
2021-10-18,,,0.0
2021-10-19,,,0.0
2021-10-20,,,0.0
2021-10-21,,,0.0
2021-10-22,,,0.0
2021-10-25,,,0.0
2021-10-26,,,0.0
2021-10-27,,,0.0
2021-10-28,,,0.0
2021-10-29,,,0.0
2021-11-01,,,0.0
2021-11-02,,,0.0
2021-11-03,,,0.0
2021-11-04,,,0.0
2021-11-05,,,0.0
2021-11-08,,,0.0
2021-11-09,,,0.0
2021-11-10,,,0.0
2021-11-11,,,0.0
2021-11-12,,,0.0
2021-11-15,,,0.0
2021-11-16,,,0.0
2021-11-17,,,0.0
2021-11-18,,,0.0
2021-11-19,,,0.0
2021-11-22,,,0.0
2021-11-23,,,0.0
2021-11-24,,,0.0
2021-11-26,,,0.0
2021-11-29,,,0.0
2021-11-30,1000000.0,,0.0
2021-12-01,1000769.2691246859,0.0007692691246858896,0.0007692691246858896
2021-12-02,1002443.9676617209,0.0016734112334402251,0.002443967661720947
2021-12-03,1002143.4745296723,-0.00029976052701430334,0.002143474529672451
2021-12-06,1001656.1678021831,-0.0004862644320644538,0.0016561678021831394
2021-12-07,1002504.3326304759,0.0008467624475909652,0.0025043326304758917
2021-12-08,1000322.400324015,-0.0021764816723891522,0.000322400324014982
2021-12-09,999867.6322587829,-0.0004546214951147709,-0.00013236774121716532
2021-12-10,997135.9707846657,-0.0027320231058446387,-0.0028640292153343516
2021-12-13,996834.7099080881,-0.0003021261747688797,-0.003165290091912021
2021-12-14,998261.6849634644,0.0014315061877288038,-0.0017383150365357647
2021-12-15,998563.679957922,0.000302520871036549,-0.0014363200420781652
2021-12-16,998577.6661099585,1.4006269522193193e-05,-0.0014223338900416493
2021-12-17,997178.0403997587,-0.0014016192808038452,-0.0028219596002414526
2021-12-20,996516.4190680273,-0.0006634936841030115,-0.003483580931972874
2021-12-21,999245.253455461,0.0027383737339579106,-0.0007547465445392199
2021-12-22,998331.8624594129,-0.0009140808954454238,-0.0016681375405873666
2021-12-23,999196.4432829703,0.0008660254731602812,-0.0008035567170299185
2021-12-27,1002795.2763161466,0.0036017272252810706,0.002795276316146289
2021-12-28,1001798.590857685,-0.0009939072131681659,0.0017985908576847454
2021-12-29,1002501.6578829559,0.0007018047656355275,0.0025016578829555325
2021-12-30,1002874.2264975314,0.0003716389011887422,0.002874226497530996
2021-12-31,1001204.4637636445,-0.0016649772122656614,0.0012044637636441369
2022-01-03,1002497.2308719294,0.0012912118903518621,0.0024972308719291014
2022-01-04,1006089.2281816984,0.0035830496076729723,0.006089228181697992
2022-01-05,1007805.7460323443,0.0017061288428146248,0.007805746032343963
2022-01-06,1008830.9055073783,0.0010172193193678236,0.008830905507377862
2022-01-07,1006597.8849873855,-0.0022134735442801423,0.006597884987385116
2022-01-10,1006045.032035445,-0.000549229200841661,0.0060450320354445974
2022-01-11,1008448.7841018551,0.002389308619264119,0.00844878410185479
2022-01-12,1007370.8468043733,-0.0010689063386019049,0.007370846804372944
2022-01-13,1007094.1515585489,-0.0002746706902450047,0.007094151558548534
2022-01-14,1007407.2528616327,0.000310895761433283,0.007407252861632241
2022-01-18,1010973.5273538826,0.003540052428766538,0.010973527353882018
2022-01-19,1010634.6742707697,-0.00033517503074464994,0.010634674270769251
2022-01-20,1009520.0904537856,-0.0011028553099945437,0.009520090453785102
2022-01-21,1006947.9576279351,-0.0025478768081715897,0.006947957627934542
2022-01-24,1006318.6427772125,-0.0006249725678028062,0.006318642777211947
2022-01-25,1006832.2105545909,0.0005103431016253435,0.006832210554590379
2022-01-26,1008964.064557865,0.002117387565600204,0.00896406455786436
2022-01-27,1009671.6105595757,0.0007012598630267153,0.009671610559575106
2022-01-28,1010915.096007035,0.0012315741419828274,0.01091509600703433
2022-01-31,1012338.5208662373,0.0014080557950164607,0.012338520866236546
2022-02-01,1010165.2705418237,-0.002146762451115669,0.010165270541822924
2022-02-02,1012269.757449828,0.002083309503281061,0.012269757449827168
2022-02-03,1014885.4100079135,0.002583948141130943,0.01488541000791277
2022-02-04,1015359.542723586,0.0004671785710947951,0.015359542723585307
2022-02-07,1015004.3621130913,-0.00034980772381565384,0.015004362113090641
2022-02-08,1014912.9796675638,-9.003157911280368e-05,0.014912979667563109
2022-02-09,1015398.8132635634,0.0004786948297368365,0.015398813263562738
2022-02-10,1019677.0183597383,0.004213324892929915,0.019677018359737675
2022-02-11,1019163.301527298,-0.0005038034820737947,0.019163301527297394
2022-02-14,1020941.5470578363,0.0017448092252472236,0.020941547057835574
2022-02-15,1020537.2800501717,-0.00039597468516161527,0.02053728005017086
2022-02-16,1018967.6073246507,-0.0015380846503164625,0.018967607324650082
2022-02-17,1017871.4794184114,-0.0010757239958955056,0.01787147941841072
2022-02-18,1016354.0109311066,-0.0014908252348044826,0.016354010931106
2022-02-22,1017200.0468313115,0.000832422454288162,0.017200046831310933
2022-02-23,1015866.1551599043,-0.0013113366201293886,0.01586615515990375
2022-02-24,1016183.520679956,0.00031240879365812546,0.016183520679955432
2022-02-25,1017295.9631042734,0.001094725904995153,0.01729596310427306
2022-02-28,1015952.096120805,-0.0013210186928960255,0.015952096120804615
2022-03-01,1015666.6381452071,-0.00028097582227337714,0.015666638145206635
2022-03-02,1020290.9011559589,0.004552933843723128,0.02029090115595844
2022-03-03,1019793.4381246968,-0.0004875698006308049,0.019793438124696472
2022-03-04,1019787.2048060187,-6.112334562158317e-06,0.019787204806018366
2022-03-07,1020138.9394126885,0.000344909805704674,0.020138939412688073
2022-03-08,1021605.3733407762,0.0014374845145426196,0.021605373340775724
2022-03-09,1020431.1287884396,-0.0011494110964752613,0.020431128788439112
2022-03-10,1016245.050572405,-0.004102264325280491,0.01624505057240455
2022-03-11,1017115.2654897542,0.0008563042121179087,0.017115265489753728
2022-03-14,1014657.2481268075,-0.0024166556597330358,0.014657248126807021
2022-03-15,1016030.9847801073,0.0013538923176628082,0.016030984780106783
2022-03-16,1017906.7980346776,0.001846216584601823,0.017906798034677207
2022-03-17,1020100.9635613257,0.002155566237384887,0.020100963561325402
2022-03-18,1020868.058760561,0.0007519796830279812,0.020868058760560748
2022-03-21,1021562.2654243768,0.0006800160489481843,0.02156226542437656
2022-03-22,1023300.8970518591,0.0017019340732598032,0.02330089705185867
2022-03-23,1023875.5262074914,0.0005615446612896591,0.023875526207491005
2022-03-24,1025395.0070623019,0.0014840484179152735,0.025395007062301467
2022-03-25,1024681.6141066839,-0.0006957250139746352,0.024681614106683458
2022-03-28,1023772.3812924293,-0.0008873320275657459,0.023772381292428868
2022-03-29,1024879.8255154935,0.001081728950009575,0.02487982551549317
2022-03-30,1025204.4595686224,0.0003167532866261702,0.02520445956862205
2022-03-31,1022071.7564750476,-0.0030556861749245767,0.02207175647504722
2022-04-01,1022815.9078017562,0.0007280812937000558,0.022815907801755797
2022-04-04,1023412.7060242228,0.0005834854717396976,0.023412706024222407
2022-04-05,1022894.9154291227,-0.0005059450523254849,0.022894915429122475
2022-04-06,1021159.0182913166,-0.0016970434710568139,0.021159018291316167
2022-04-07,1020650.6950378385,-0.0004977904952830903,0.02065069503783823
2022-04-08,1020575.8681875701,-7.331288817236103e-05,0.020575868187569846
2022-04-11,1020818.2936457605,0.00023753790947544928,0.020818293645760155
2022-04-12,1021720.5989744308,0.0008839039565482487,0.02172059897443046
2022-04-13,1022551.5770892937,0.0008133124806302128,0.02255157708929345
2022-04-14,1020881.7662010662,-0.0016329845121169084,0.020881766201065854
2022-04-18,1020734.1750527053,-0.00014457222496011557,0.02073417505270503
2022-04-19,1021400.5832716753,0.0006528714676723446,0.021400583271675044
2022-04-20,1021421.1507452361,2.013653986265851e-05,0.021421150745235762
2022-04-21,1020283.7158921241,-0.001113580673635095,0.020283715892123855
2022-04-22,1020734.6440909731,0.00044196353604908367,0.02073464409097281
2022-04-25,1019988.3512064769,-0.000731133099886927,0.019988351206476684
2022-04-26,1020541.339699196,0.0005421517726795777,0.020541339699195804
2022-04-27,1021052.3654568862,0.0005007398895187087,0.021052365456886157
2022-04-28,1026136.3326781743,0.004979144452609052,0.026136332678174057
2022-04-29,1022331.367498428,-0.003708050342409619,0.02233136749842779
2022-05-02,1021607.6990196276,-0.0007078609752247944,0.021607699019627447
2022-05-03,1021584.0225602245,-2.3175686152177022e-05,0.021584022560224403
2022-05-04,1024597.8182770265,0.0029501202546697858,0.02459781827702634
2022-05-05,1022374.6050150477,-0.0021698399336018692,0.02237460501504751
2022-05-06,1021050.0230265342,-0.0012955935935967666,0.021050023026534026
2022-05-09,1017935.2672559163,-0.0030505417955776215,0.0179352672559161
2022-05-10,1018233.3101448359,0.0002927915934409775,0.018233310144835757
2022-05-11,1016350.6271937644,-0.0018489701056859653,0.016350627193764344
2022-05-12,1015269.8590334702,-0.0010633812105556029,0.015269859033470112
2022-05-13,1017340.3017984472,0.0020393028972101046,0.017340301798447255
2022-05-16,1016471.4035536777,-0.0008540880993640476,0.01647140355367771
2022-05-17,1017277.6773259491,0.0007932085147230872,0.017277677325949092
2022-05-18,1015538.5608861966,-0.0017095788873732198,0.01553856088619665
2022-05-19,1015084.0898620933,-0.0004475172500654212,0.01508408986209342
2022-05-20,1015586.9556268669,0.0004953932090905333,0.01558695562686685
2022-05-23,1016491.1226139597,0.0008902900751956988,0.016491122613959686
2022-05-24,1017239.9725225705,0.0007367008840029055,0.01723997252257048
2022-05-25,1019343.0551444829,0.0020674400128979364,0.019343055144482868
2022-05-26,1021097.4766616944,0.0017211296122117137,0.02109747666169448
2022-05-27,1023135.1188083374,0.0019955412614520718,0.023135118808337518
2022-05-31,1023324.9386198691,0.0001855276082720625,0.023324938619869284
2022-06-01,1024074.7637469427,0.000732734148045866,0.02407476374694295
2022-06-02,1026765.0958282633,0.0026270856157777356,0.026765095828263474
2022-06-03,1025656.3688958187,-0.0010798253046868656,0.025656368895818904
2022-06-06,1026495.9189464214,0.0008185490541110507,0.02649591894642156
2022-06-07,1028598.4349303254,0.0020482458284509786,0.028598434930325434
2022-06-08,1026924.8015120603,-0.0016271008796338027,0.026924801512060448
2022-06-09,1026813.8045999866,-0.00010808669915285396,0.026813804599986835
2022-06-10,1023871.664172823,-0.002865310549958755,0.02387166417282316
2022-06-13,1021733.6078764806,-0.00208820731265158,0.02173360787648071
2022-06-14,1020874.746942708,-0.0008405918403305845,0.02087474694270819
2022-06-15,1020691.5924353906,-0.00017940938187177569,0.02069159243539076
2022-06-16,1019446.8714429362,-0.0012194878469453663,0.019446871442936553
2022-06-17,1018039.8876151659,-0.001380144338251621,0.018039887615166172
2022-06-21,1020538.5268843018,0.0024543628393471906,0.020538526884302133
2022-06-22,1017909.3604673746,-0.0025762539557953046,0.017909360467375013
2022-06-23,1015934.4652338066,-0.0019401484162215876,0.01593446523380715
2022-06-24,1018013.8681303152,0.0020467884176269546,0.01801386813031569
2022-06-27,1016809.0887407769,-0.0011834606848244444,0.016809088740777467
2022-06-28,1017861.4563436667,0.0010349706887387011,0.017861456343667204
2022-06-29,1018937.164309297,0.001056831417405757,0.018937164309297483
2022-06-30,1017749.7651731105,-0.001165331070234643,0.01774976517311111
2022-07-01,1017731.2881299745,-1.8154799704461766e-05,0.017731288129975153
2022-07-05,1016917.0115402854,-0.0008000899640073778,0.01691701154028613
2022-07-06,1014351.092804988,-0.0025232331706309674,0.014351092804988808
2022-07-07,1016574.3766466212,0.0021918287044824236,0.01657437664662198
2022-07-08,1014815.917541658,-0.0017297889316901793,0.014815917541658896
2022-07-11,1018176.3424488737,0.0033113640110771225,0.01817634244887456
2022-07-12,1017654.3568826672,-0.0005126671524807724,0.01765435688266792
2022-07-13,1019338.1893831196,0.0016546212268087057,0.019338189383120374
2022-07-14,1020307.2334059126,0.0009506599800597204,0.02030723340591334
2022-07-15,1020392.786729668,8.385055104409567e-05,0.02039278672966871
2022-07-18,1019152.8070201391,-0.0012151984271694394,0.019152807020139884
2022-07-19,1022423.7055354695,0.003209428942156478,0.02242370553547035
2022-07-20,1021029.9379959141,-0.0013631995541666386,0.021029937995914905
2022-07-21,1022902.8953428923,0.0018343804400626773,0.022902895342892915
2022-07-22,1020893.5561788827,-0.001964349864642778,0.020893556178883443
2022-07-25,1022143.008850304,0.0012238814358842554,0.022143008850304735
2022-07-26,1022841.1440740022,0.0006830112984712589,0.02284114407400284
2022-07-27,1025045.7054790469,0.0021553311751461024,0.02504570547904761
2022-07-28,1021977.1832854517,-0.0029935467044965858,0.021977183285452506
2022-07-29,1020260.2659142683,-0.0016799957956633582,0.020260265914268993
2022-08-01,1020560.2422730636,0.000294019446622773,0.02056024227306441
2022-08-02,1020314.1020410177,-0.00024118148233731596,0.020314102041018467
2022-08-03,1022129.5113060032,0.0017792650923416087,0.022129511306003824
2022-08-04,1018689.2639785451,-0.003365764601652499,0.018689263978545645
2022-08-05,1017498.2038276838,-0.0011692085044752165,0.0174982038276843
2022-08-08,1018357.3660081871,0.0008443869259633363,0.018357366008187492
2022-08-09,1018816.1808044474,0.00045054399523691835,0.018816180804447802
2022-08-10,1018413.5575566946,-0.0003951873314721466,0.018413557556695048
2022-08-11,1018301.9594439424,-0.0001095803486944602,0.01830195944394286
2022-08-12,1021183.9361033135,0.002830178841003894,0.021183936103313927
2022-08-15,1020465.0106856487,-0.0007040116792358386,0.02046501068564921
2022-08-16,1022152.0832219628,0.0016532389828638472,0.02215208322196327
2022-08-17,1022405.4124200742,0.00024783904691849656,0.022405412420074766
2022-08-18,1024374.417521633,0.0019258555144949785,0.024374417521633385
2022-08-19,1023855.8544508892,-0.0005062241519057098,0.023855854450889558
2022-08-22,1026777.5628734357,0.0028536325790835537,0.026777562873436134
2022-08-23,1028002.4707602239,0.0011929632386593614,0.02800247076022444
2022-08-24,1026979.1664856264,-0.000995429781254109,0.026979166485626926
2022-08-25,1029183.5847853852,0.0021465073213728925,0.029183584785385852
2022-08-26,1029575.2857333904,0.0003805938549699128,0.029575285733391077
2022-08-29,1029231.0486550475,-0.0003343486223036374,0.02923104865504822
2022-08-30,1027149.3327815025,-0.002022593348952384,0.027149332781503333
2022-08-31,1024258.7889162601,-0.0028141417932043833,0.024258788916260876
2022-09-01,1025291.3996854263,0.0010081541699620278,0.02529139968542715
2022-09-02,1023489.5229549386,-0.00175742889391306,0.023489522954939446
2022-09-06,1025122.1698696542,0.00159517696869238,0.025122169869655098
2022-09-07,1026293.7769825856,0.001142895107887787,0.026293776982586392
2022-09-08,1025545.5647356927,-0.0007290429540484089,0.02554556473569347
2022-09-09,1025693.806153843,0.00014454883649017702,0.025693806153843646
2022-09-12,1026897.8380886412,0.0011738707278667881,0.02689783808864199
2022-09-13,1026277.0752736976,-0.0006045029913579469,0.02627707527369849
2022-09-14,1026799.3195589371,0.0005088726015829437,0.026799319558937995
2022-09-15,1024986.8546652995,-0.00176515981176939,0.024986854665300484
2022-09-16,1023121.8649144118,-0.0018195255308876002,0.023121864914412704
2022-09-19,1024769.7338483244,0.0016106282061036925,0.02476973384832526
2022-09-20,1024568.731818748,-0.00019614360469211167,0.024568731818748857
2022-09-21,1024885.1906698396,0.00030887029953552414,0.024885190669840407
2022-09-22,1020863.1232637177,-0.003924407770487082,0.02086312326371864
2022-09-23,1021544.537972768,0.0006674888077764507,0.021544537972768785
2022-09-26,1020874.7711706194,-0.0006556413129844563,0.02087477117062031
2022-09-27,1020501.9076699971,-0.0003652392155746309,0.020501907669997932
2022-09-28,1023133.7058019945,0.002578925244741903,0.023133705801995363
2022-09-29,1021175.4639244659,-0.0019139647794064185,0.021175463924466786
2022-09-30,1017687.5560888959,-0.0034155813166188986,0.017687556088896716
2022-10-03,1020173.7139264742,0.0024429480568013417,0.020173713926475045
2022-10-04,1019847.0742789792,-0.00032018041931092256,0.019847074278980026
2022-10-05,1019847.190611352,1.1406844779848768e-07,0.019847190611352872
2022-10-06,1021014.7798003369,0.0011448667993927408,0.021014779800337724
2022-10-07,1020056.6995999782,-0.0009383607557043039,0.02005669959997891
2022-10-10,1019526.5767466233,-0.0005196993986341658,0.019526576746623947
2022-10-11,1019054.5516617597,-0.0004629845809118738,0.0190545516617604
2022-10-12,1019129.4661925139,7.351375903486002e-05,0.019129466192514544
2022-10-13,1021986.2844844616,0.002803194674196652,0.02198628448446227
2022-10-14,1018537.0749198821,-0.0033750057284961388,0.018537074919882768
2022-10-17,1021610.018831318,0.003017017236881303,0.021610018831318634
2022-10-18,1020910.738248421,-0.0006844887677364131,0.020910738248421712
2022-10-19,1021110.1969369634,0.00019537328883867389,0.021110196936964032
2022-10-20,1019605.3581162791,-0.0014737281296360871,0.019605358116279836
2022-10-21,1021621.8009154575,0.0019776698730809006,0.02162180091545829
2022-10-24,1022247.8680888193,0.0006128169669057382,0.022247868088820066
2022-10-25,1023147.7363729938,0.0008802838453034756,0.02314773637299461
2022-10-26,1020533.9095826626,-0.002554691465767256,0.020533909582663323
2022-10-27,1019306.1638123959,-0.0012030426022481278,0.019306163812396582
2022-10-28,1021726.5241931955,0.002374517555890243,0.021726524193196317
2022-10-31,1020759.2670058785,-0.0009466889274317714,0.020759267005879378
2022-11-01,1020884.80689675,0.0001229867755594416,0.020884806896750874
2022-11-02,1017896.9201754866,-0.00292676186488261,0.017896920175487496
2022-11-03,1018005.4484194559,0.0001066200730330813,0.018005448419456727
2022-11-04,1019308.0912837569,0.0012796030378063872,0.019308091283757767
2022-11-07,1018962.2896543053,-0.0003392513337316938,0.01896228965430624
