time/fps,train/reward,time/iterations,time/total_timesteps,time/time_elapsed,train/policy_gradient_loss,train/std,train/clip_range,train/loss,train/approx_kl,train/entropy_loss,train/explained_variance,train/value_loss,train/clip_fraction,train/learning_rate,train/n_updates
653,-0.4425567,437,223744,342,-0.021825392747996376,1.382128119468689,0.2,0.10155880451202393,0.01413849,-15.610979008674622,-0.314639687538147,0.5643034771084785,0.1572265625,0.0003,4360
654,0.11735328,438,224256,342,-0.025921016701613554,1.3814013004302979,0.2,0.2835271954536438,0.013723618,-15.627639424800872,0.02012258768081665,1.0513119734823704,0.173828125,0.0003,4370
654,0.15205227,439,224768,343,-0.03344307509250939,1.380752682685852,0.2,-0.1418563425540924,0.01612797,-15.6222447514534,-0.2625936269760132,0.23567879982292653,0.181640625,0.0003,4380
654,0.37690386,440,225280,344,-0.03086843901546672,1.3795870542526245,0.2,0.14513111114501953,0.014837457,-15.614353978633881,0.1273859143257141,0.6218729138374328,0.176953125,0.0003,4390
654,1.1332977,441,225792,344,-0.02601612388389185,1.3774511814117432,0.2,1.1306918859481812,0.011662099,-15.608190214633941,0.30665886402130127,1.702936875075102,0.141015625,0.0003,4400
654,0.002916835,442,226304,345,-0.027133819123264402,1.3790905475616455,0.2,3.8366031646728516,0.012296034,-15.606464600563049,0.1798965334892273,3.7008087262511253,0.157421875,0.0003,4410
654,-0.10437785,443,226816,346,-0.021203137782867996,1.3776397705078125,0.2,0.5843081474304199,0.010313647,-15.60664106607437,0.01332181692123413,1.2786200478672982,0.116796875,0.0003,4420
655,-1.1908152,444,227328,347,-0.02552738699596375,1.3776254653930664,0.2,0.0657753050327301,0.012648901,-15.60122629404068,-0.10087108612060547,0.46317716129124165,0.1400390625,0.0003,4430
654,0.48886764,445,227840,348,-0.024788134428672493,1.3803683519363403,0.2,0.9852033853530884,0.0100898,-15.61235933303833,0.12746214866638184,2.993356543779373,0.15,0.0003,4440
654,-0.0128644,446,228352,349,-0.0313907251926139,1.3820852041244507,0.2,1.111557960510254,0.013276459,-15.628798305988312,0.18253475427627563,2.1571467489004137,0.1400390625,0.0003,4450
654,0.80341715,447,228864,349,-0.021932983899023383,1.383646011352539,0.2,3.4388530254364014,0.010821208,-15.636684954166412,0.17808294296264648,13.119745624065398,0.105078125,0.0003,4460
654,1.3706568,448,229376,350,-0.025907669391017407,1.3818823099136353,0.2,0.46329519152641296,0.013318021,-15.63895641565323,-0.06870377063751221,1.4537619426846504,0.22109375,0.0003,4470
654,-0.26913902,449,229888,351,-0.005568184528965503,1.3790348768234253,0.2,1.2462568283081055,0.02714461,-15.618407940864563,0.03351569175720215,3.384698212146759,0.213671875,0.0003,4480
654,0.5469008,450,230400,351,-0.03095431037945673,1.3789174556732178,0.2,0.6387572288513184,0.013524422,-15.608787310123443,0.05844372510910034,2.122544364631176,0.1609375,0.0003,4490
654,0.16725607,451,230912,352,-0.028588056634180247,1.3808244466781616,0.2,1.8553606271743774,0.010681014,-15.615106046199799,0.12458598613739014,3.9788992762565614,0.133984375,0.0003,4500
654,0.6704048,452,231424,353,-0.033942283398937435,1.3825838565826416,0.2,2.411487340927124,0.015400361,-15.632341670989991,0.25138622522354126,7.056267780065537,0.19765625,0.0003,4510
655,-2.406107,453,231936,354,-0.01569358763517812,1.3801617622375488,0.2,5.597521781921387,0.007516186,-15.630950462818145,0.12243586778640747,13.692573031783104,0.0857421875,0.0003,4520
655,0.31912073,454,232448,354,-0.021108605281915514,1.3786144256591797,0.2,2.8342137336730957,0.010485018,-15.617421221733093,0.019206106662750244,5.866769662499427,0.1001953125,0.0003,4530
655,3.0703447,455,232960,355,0.040529897133819756,1.3844443559646606,0.2,1.2841897010803223,0.08896149,-15.625175225734711,0.011893391609191895,3.377193695306778,0.53671875,0.0003,4540
655,-2.0857072,456,233472,356,-0.018178594834171235,1.3898112773895264,0.2,4.692627906799316,0.007783079,-15.66764417886734,0.09852385520935059,9.719795578718186,0.059375,0.0003,4550
655,-0.32685044,457,233984,356,-0.02796679709572345,1.3920985460281372,0.2,3.351393222808838,0.013071897,-15.689252901077271,0.14881426095962524,6.003963321447372,0.1435546875,0.0003,4560
655,0.04849479,458,234496,357,-0.019952985586132854,1.3945592641830444,0.2,13.310552597045898,0.009449549,-15.703069460391998,0.14425528049468994,30.065369725227356,0.07734375,0.0003,4570
655,0.70567524,459,235008,358,-0.01847593884449452,1.3929704427719116,0.2,0.3070083260536194,0.011191424,-15.704091155529023,-0.2548811435699463,1.041022427380085,0.1087890625,0.0003,4580
654,-0.3553432,460,235520,359,-0.028451531834434718,1.3962920904159546,0.2,1.4084676504135132,0.016000958,-15.705909729003906,0.0491982102394104,3.028266005218029,0.1689453125,0.0003,4590
654,0.12483077,461,236032,360,-0.02815158988814801,1.3944486379623413,0.2,0.5370402336120605,0.013614802,-15.712666857242585,0.07034379243850708,1.4729887969791888,0.1755859375,0.0003,4600
654,-0.32768384,462,236544,361,-0.022535967320436612,1.39432954788208,0.2,1.6224093437194824,0.010964369,-15.703008008003234,0.13895004987716675,3.587263149023056,0.1130859375,0.0003,4610
655,-0.016106177,463,237056,361,-0.033245162153616545,1.3965977430343628,0.2,1.301881194114685,0.013389521,-15.711169755458831,0.31582146883010864,3.330081994831562,0.140625,0.0003,4620
654,-0.17534363,464,237568,362,-0.024142906651832163,1.3978486061096191,0.2,3.3289308547973633,0.013065538,-15.723294126987458,0.16022861003875732,6.497301295399666,0.159375,0.0003,4630
654,-0.25651664,465,238080,363,-0.029247051588026807,1.3986870050430298,0.2,0.8606319427490234,0.014110098,-15.730738186836243,0.019611597061157227,2.1743480578064918,0.1845703125,0.0003,4640
654,-0.05449188,466,238592,364,-0.0313007956254296,1.395257592201233,0.2,0.25741904973983765,0.015964027,-15.721298551559448,-0.04698371887207031,1.0565910749137402,0.16796875,0.0003,4650
654,0.41102234,467,239104,365,-0.030531617521774024,1.3980510234832764,0.2,0.21803367137908936,0.013995658,-15.721245777606963,0.09379202127456665,1.0470888376235963,0.1625,0.0003,4660
654,-0.14955913,468,239616,366,-0.0400750984903425,1.4037530422210693,0.2,0.07655487954616547,0.01618886,-15.752851581573486,0.00813227891921997,0.6846225738525391,0.18515625,0.0003,4670
654,0.34213272,469,240128,366,-0.03888098741299473,1.4066412448883057,0.2,0.3042129576206207,0.016893651,-15.779534721374512,0.13843923807144165,1.5696627847850322,0.201171875,0.0003,4680
654,0.25204632,470,240640,367,-0.016476212837733328,1.4050451517105103,0.2,0.7245029211044312,0.008648936,-15.783916902542114,-0.0417783260345459,1.30620639026165,0.1041015625,0.0003,4690
655,-0.1460258,471,241152,368,-0.02226971872150898,1.4044771194458008,0.2,0.2729104459285736,0.01113707,-15.770367288589478,0.01984882354736328,0.8919979192316532,0.1306640625,0.0003,4700
655,0.02722697,472,241664,368,-0.030634670122526585,1.414133071899414,0.2,-0.007448911666870117,0.013363554,-15.79329447746277,-0.03467106819152832,0.3666133001446724,0.1599609375,0.0003,4710
655,0.12910971,473,242176,369,-0.03391893921652809,1.4097346067428589,0.2,0.3242373764514923,0.014085997,-15.81519877910614,0.05755889415740967,0.6865862958133221,0.1880859375,0.0003,4720
655,-0.11283708,474,242688,370,-0.04060197791550309,1.413642406463623,0.2,0.050318360328674316,0.017986331,-15.811459267139435,0.02191394567489624,0.7121910400688648,0.2013671875,0.0003,4730
655,0.42089385,475,243200,370,-0.03385778167285025,1.4148409366607666,0.2,0.08896611630916595,0.014534134,-15.831915080547333,-0.02744448184967041,0.5875425364822149,0.1630859375,0.0003,4740
655,0.18611658,476,243712,371,-0.029960763233248144,1.4175243377685547,0.2,0.44860875606536865,0.01303227,-15.844529283046722,0.04449355602264404,0.995592737942934,0.146484375,0.0003,4750
655,0.11042862,477,244224,372,-0.030062342272140087,1.41900634765625,0.2,-0.12492044270038605,0.013929918,-15.857361841201783,-0.3016080856323242,0.1906048147007823,0.16875,0.0003,4760
656,0.13048463,478,244736,373,-0.03297594975447282,1.4275768995285034,0.2,-0.005914181470870972,0.0141620785,-15.884854316711426,0.05002719163894653,0.39620759543031453,0.1439453125,0.0003,4770
656,0.11113174,479,245248,373,-0.03944397296290845,1.4324840307235718,0.2,-0.057731762528419495,0.01603161,-15.925093758106232,-0.1299753189086914,0.4388923604041338,0.1837890625,0.0003,4780
656,0.28473768,480,245760,374,-0.026877581246662886,1.4304195642471313,0.2,0.8873658180236816,0.011755772,-15.935035073757172,0.2439357042312622,2.014986182749271,0.158203125,0.0003,4790
656,0.79582906,481,246272,375,-0.012482521438505501,1.4315485954284668,0.2,0.8789131045341492,0.008960833,-15.926610660552978,-0.030729293823242188,1.6903513953089715,0.0919921875,0.0003,4800
656,-0.100039765,482,246784,375,-0.020912910299375653,1.4364418983459473,0.2,3.1175284385681152,0.008421365,-15.944964444637298,0.05702364444732666,5.876502639055252,0.0916015625,0.0003,4810
656,-1.5393702,483,247296,376,0.0013058315496891737,1.435680627822876,0.2,1.7449756860733032,0.054169137,-15.9639883518219,0.05700862407684326,5.369011631608009,0.25625,0.0003,4820
656,2.0901122,484,247808,377,-0.018885485350620002,1.4332842826843262,0.2,5.615699291229248,0.0074033523,-15.949728071689606,0.08142483234405518,12.955688464641572,0.05859375,0.0003,4830
656,-0.38259482,485,248320,377,-0.02465426267590374,1.4340007305145264,0.2,10.678157806396484,0.009986088,-15.944295251369477,0.13033491373062134,24.03665087223053,0.09609375,0.0003,4840
657,-0.4052056,486,248832,378,-0.015515103680081665,1.4353923797607422,0.2,7.287197113037109,0.008490544,-15.951400172710418,0.08023643493652344,36.401299154758455,0.075390625,0.0003,4850
657,0.17176512,487,249344,379,-0.02046451676869765,1.4325709342956543,0.2,1.601837396621704,0.010917306,-15.949709784984588,-0.02164459228515625,3.2255892515182496,0.1197265625,0.0003,4860
657,-1.6574248,488,249856,380,-0.027130176167702302,1.433997392654419,0.2,0.9890995621681213,0.012058914,-15.945060741901397,0.04874354600906372,2.316991168260574,0.14765625,0.0003,4870
657,0.45902452,489,250368,380,-0.018739402928622438,1.435434103012085,0.2,4.061147689819336,0.008756868,-15.954944622516631,0.11392039060592651,9.859997510910034,0.0671875,0.0003,4880
657,-0.22716108,490,250880,381,-0.02039071994367987,1.4357948303222656,0.2,1.9610302448272705,0.0100706965,-15.962891006469727,0.11281239986419678,8.902953559160233,0.09609375,0.0003,4890
657,0.34723774,491,251392,382,-0.015597623737994582,1.4373699426651,0.2,24.528337478637695,0.0066228267,-15.967402279376984,0.1201748251914978,44.250874400138855,0.0443359375,0.0003,4900
657,0.19812095,492,251904,382,-0.01367944423109293,1.435884714126587,0.2,0.9425135850906372,0.009232467,-15.968661725521088,-0.19262468814849854,2.1545283287763595,0.0900390625,0.0003,4910
658,0.4458259,493,252416,383,-0.02239569362718612,1.4389296770095825,0.2,2.807457447052002,0.009304751,-15.967195558547974,0.0714147686958313,6.119852063059807,0.1193359375,0.0003,4920
658,-0.37043965,494,252928,384,-0.0217087785480544,1.4447112083435059,0.2,1.341820240020752,0.008945396,-15.993318128585816,0.09595704078674316,4.8373714745044705,0.0890625,0.0003,4930
658,0.9376954,495,253440,384,-0.0209647529758513,1.446743130683899,0.2,5.708759307861328,0.012791691,-16.023140788078308,0.10998690128326416,11.021373456716537,0.123046875,0.0003,4940
658,0.61841166,496,253952,385,-0.022490070178173484,1.4475173950195312,0.2,10.603107452392578,0.009293782,-16.03004984855652,0.18485474586486816,21.11962959766388,0.0857421875,0.0003,4950
658,-0.3703819,497,254464,386,-0.02094941126415506,1.4465692043304443,0.2,20.562698364257812,0.011389332,-16.03073043823242,0.09416961669921875,33.510133993625644,0.1109375,0.0003,4960
658,0.35613218,498,254976,386,-0.01884494994301349,1.4440584182739258,0.2,0.9364973306655884,0.008496618,-16.024779033660888,-0.0369105339050293,3.4075845927000046,0.100390625,0.0003,4970
658,0.5194803,499,255488,387,-0.03003251141635701,1.449084758758545,0.2,0.36609935760498047,0.01725538,-16.027703738212587,-0.054648518562316895,1.0663222767412663,0.180078125,0.0003,4980
659,0.08818976,500,256000,388,0.0008564395364373922,1.4503086805343628,0.2,0.7254074811935425,0.042201705,-16.05267505645752,0.14394855499267578,2.4658366993069647,0.2595703125,0.0003,4990
659,0.53974867,501,256512,389,-0.03826284789247438,1.4437220096588135,0.2,0.926598846912384,0.02563632,-16.036566019058228,0.06767553091049194,2.092423032224178,0.2083984375,0.0003,5000
659,-0.23498447,502,257024,389,-0.01686105236876756,1.4438105821609497,0.2,5.908692359924316,0.007714663,-16.012996077537537,0.20041531324386597,14.93562200665474,0.0861328125,0.0003,5010
659,0.47669286,503,257536,390,-0.020530828612390906,1.4423317909240723,0.2,0.6219940781593323,0.008857884,-16.013248753547668,-0.14246535301208496,2.0206592619419097,0.1330078125,0.0003,5020
659,-0.18512146,504,258048,391,-0.030339212564285845,1.4464281797409058,0.2,1.8133071660995483,0.01581968,-16.02292068004608,0.06903290748596191,4.310287821292877,0.20234375,0.0003,5030
659,0.17691574,505,258560,391,-0.028301694430410862,1.451136589050293,0.2,1.2163649797439575,0.013424654,-16.04967591762543,0.09127002954483032,2.641073924303055,0.141796875,0.0003,5040
660,-0.33863643,506,259072,392,-0.023353849886916578,1.454841136932373,0.2,2.9407541751861572,0.009432895,-16.075764751434328,0.12525403499603271,5.842711499333381,0.1134765625,0.0003,5050
660,0.4529397,507,259584,393,-0.0101318892207928,1.4576607942581177,0.2,2.293088674545288,0.036741603,-16.098121404647827,0.25241363048553467,9.816935777664185,0.170703125,0.0003,5060
659,-0.6383874,508,260096,394,-0.016240972664672882,1.4572479724884033,0.2,7.671460151672363,0.021067832,-16.104989075660704,0.1399875283241272,14.004681065678596,0.2044921875,0.0003,5070
659,0.41460034,509,260608,394,-0.01790005995426327,1.4580249786376953,0.2,0.8250974416732788,0.011905907,-16.105128502845766,0.028593003749847412,3.9609939470887183,0.116015625,0.0003,5080
659,-0.24611776,510,261120,395,-0.02479383135214448,1.4606409072875977,0.2,0.9666267037391663,0.011009291,-16.114914107322694,0.05700850486755371,2.6332479029893876,0.16640625,0.0003,5090
660,0.03287256,511,261632,396,-0.029632789792958646,1.4609451293945312,0.2,3.5025737285614014,0.016964596,-16.12663679122925,0.1308872103691101,10.724500292539597,0.22109375,0.0003,5100
660,0.08855297,512,262144,397,-0.024638969218358397,1.4596470594406128,0.2,2.786958932876587,0.01149125,-16.123284888267516,0.15391528606414795,8.03326525092125,0.09921875,0.0003,5110
660,0.72443557,513,262656,397,-0.01919998142402619,1.4615713357925415,0.2,19.093185424804688,0.00792881,-16.127633595466612,0.15636718273162842,37.78890593051911,0.069140625,0.0003,5120
660,-0.4003588,514,263168,398,-0.013449407590087503,1.4694520235061646,0.2,0.7456531524658203,0.012813153,-16.160393905639648,-0.19476008415222168,2.404189719259739,0.108984375,0.0003,5130
660,0.36579624,515,263680,399,-0.0195179378031753,1.4698426723480225,0.2,3.437885284423828,0.01020438,-16.18647243976593,0.06775826215744019,6.501895779371262,0.099609375,0.0003,5140
660,0.60665405,516,264192,399,-0.032390527182724324,1.4690991640090942,0.2,1.2014108896255493,0.016953206,-16.185625624656677,0.09250599145889282,2.7872821927070617,0.1802734375,0.0003,5150
660,0.13265423,517,264704,400,-0.0236499875318259,1.4702690839767456,0.2,2.1853740215301514,0.010449411,-16.18445770740509,0.15259230136871338,5.600260055065155,0.13515625,0.0003,5160
661,-0.011304319,518,265216,401,-0.023998382507124917,1.4694972038269043,0.2,5.974360942840576,0.008503521,-16.187317657470704,0.26623690128326416,9.334918802976608,0.0916015625,0.0003,5170
661,0.21657677,519,265728,401,-0.02401151575613767,1.4706999063491821,0.2,8.59066104888916,0.013744019,-16.189800953865053,0.14038044214248657,17.34584942162037,0.170703125,0.0003,5180
661,-0.18298787,520,266240,402,-0.02908649811288342,1.4725055694580078,0.2,2.1891696453094482,0.013061401,-16.198051548004152,0.019498705863952637,3.453544369339943,0.207421875,0.0003,5190
661,1.4963938,521,266752,403,-0.026274670416023584,1.4673982858657837,0.2,0.3617965877056122,0.013974363,-16.192432165145874,-0.005055546760559082,1.6040503472089767,0.1529296875,0.0003,5200
661,0.82655877,522,267264,403,-0.02357344781048596,1.4688982963562012,0.2,2.441465139389038,0.0114290705,-16.17842502593994,0.15328943729400635,4.804540956020356,0.1419921875,0.0003,5210
661,0.1038785,523,267776,404,-0.030233844683971257,1.4712059497833252,0.2,1.302127718925476,0.0113609005,-16.191842007637025,0.10551518201828003,2.7305322766304014,0.15,0.0003,5220
661,0.34154707,524,268288,405,-0.02617823053151369,1.4712860584259033,0.2,6.240617275238037,0.013362296,-16.20004117488861,0.22343754768371582,11.320431643724442,0.1662109375,0.0003,5230
661,0.6775389,525,268800,406,-0.01601180823345203,1.4751535654067993,0.2,0.6700135469436646,0.009550812,-16.20919210910797,-0.14035630226135254,1.5779345154762268,0.101171875,0.0003,5240
662,0.12277017,526,269312,406,-0.025614857813343404,1.4780725240707397,0.2,1.3384536504745483,0.013593102,-16.226669096946715,0.079254150390625,2.9516058400273324,0.146875,0.0003,5250
662,-0.052713227,527,269824,407,-0.029875278752297164,1.4818902015686035,0.2,0.7205097675323486,0.011473067,-16.241481876373292,0.05308115482330322,1.6975701749324799,0.128515625,0.0003,5260
662,0.06328055,528,270336,408,-0.026511721184942872,1.4821325540542603,0.2,2.7871861457824707,0.011155802,-16.252270150184632,0.1508275270462036,4.926973590254784,0.14140625,0.0003,5270
662,0.05507192,529,270848,408,-0.025814577040728183,1.4823508262634277,0.2,5.482156753540039,0.011725182,-16.254815101623535,0.2650078535079956,9.118534296751022,0.149609375,0.0003,5280
662,-0.58174586,530,271360,409,-0.02446653408696875,1.485190987586975,0.2,1.9875315427780151,0.014008067,-16.262045645713805,0.14707344770431519,13.525073648989201,0.185546875,0.0003,5290
662,0.30400506,531,271872,410,-0.031092781282495707,1.4798321723937988,0.2,0.3336235582828522,0.015696358,-16.25480031967163,-0.05302155017852783,1.1105400949716568,0.19140625,0.0003,5300
662,0.1356687,532,272384,410,-0.022335969156119972,1.4809963703155518,0.2,0.38261690735816956,0.012579533,-16.23595485687256,-0.052500128746032715,1.1365488186478614,0.119921875,0.0003,5310
662,-0.57980984,533,272896,411,-0.025878167361952364,1.4766238927841187,0.2,0.3399544060230255,0.01324088,-16.231830644607545,0.13854289054870605,1.6289846822619438,0.1462890625,0.0003,5320
663,0.37411842,534,273408,412,-0.03251278892857954,1.482154369354248,0.2,1.114121913909912,0.018878791,-16.230711269378663,0.09599792957305908,1.673765067756176,0.173828125,0.0003,5330
663,-0.033788245,535,273920,413,-0.019809705449733882,1.4864716529846191,0.2,4.750073432922363,0.008465169,-16.263863134384156,0.21553915739059448,11.391466772556305,0.104296875,0.0003,5340
662,0.6779449,536,274432,414,-0.022037298243958503,1.4907301664352417,0.2,0.11206302046775818,0.017260361,-16.290463590621947,-0.5143258571624756,0.6770976100116968,0.15,0.0003,5350
662,-0.4427264,537,274944,415,-0.017654849600512536,1.4886881113052368,0.2,1.2408584356307983,0.008572926,-16.302636051177977,0.083088219165802,3.0168445721268653,0.1287109375,0.0003,5360
662,0.47649392,538,275456,415,-0.028943014121614395,1.4935585260391235,0.2,0.5317671298980713,0.018152315,-16.305435562133788,0.07090717554092407,1.6755422718822957,0.20390625,0.0003,5370
662,-0.09273905,539,275968,416,-0.029918884666403755,1.4947186708450317,0.2,1.30501389503479,0.012236214,-16.32729079723358,0.14552825689315796,3.391712336242199,0.1748046875,0.0003,5380
662,-0.09374395,540,276480,417,-0.032518791337497535,1.4964431524276733,0.2,2.8152761459350586,0.011421224,-16.33544099330902,0.27103692293167114,3.9490638852119444,0.139453125,0.0003,5390
662,1.2895328,541,276992,418,-0.005721677583642304,1.4995803833007812,0.2,4.57798433303833,0.049946792,-16.351873660087584,0.16732728481292725,7.650355502963066,0.3802734375,0.0003,5400
661,-0.114102185,542,277504,419,-0.027901022764854132,1.503713846206665,0.2,1.8445532321929932,0.014479859,-16.37193896770477,0.0452495813369751,3.949350634217262,0.2037109375,0.0003,5410
661,-0.29778853,543,278016,420,-0.01729229944758117,1.5023468732833862,0.2,1.7714167833328247,0.008986092,-16.37987232208252,0.06318521499633789,3.4969289407134054,0.0935546875,0.0003,5420
662,-0.23001635,544,278528,420,-0.024560414138250053,1.5018882751464844,0.2,6.142587184906006,0.011928856,-16.37517080307007,0.1233898401260376,9.27146236896515,0.1267578125,0.0003,5430
662,-0.28095037,545,279040,421,-0.027855500765144824,1.5052447319030762,0.2,4.105788707733154,0.010200124,-16.38024287223816,0.11576884984970093,8.003492832183838,0.0998046875,0.0003,5440
662,-0.25099877,546,279552,422,-0.019828602543566377,1.5060534477233887,0.2,8.507184028625488,0.008586798,-16.39300754070282,0.15748125314712524,32.3972491979599,0.08203125,0.0003,5450
661,1.0841933,547,280064,423,-0.021866328030591832,1.505972981452942,0.2,0.8643869161605835,0.008942999,-16.39540252685547,-0.24896478652954102,1.882487353682518,0.1494140625,0.0003,5460
661,-1.4040935,548,280576,423,-0.02039436500053853,1.5069772005081177,0.2,1.4665627479553223,0.013430653,-16.39735391139984,0.09094095230102539,3.80624743103981,0.15859375,0.0003,5470
662,-0.06006598,549,281088,424,-0.02743138649966568,1.5011096000671387,0.2,1.498101830482483,0.014346871,-16.381357741355895,0.08175152540206909,3.2046584486961365,0.1173828125,0.0003,5480
662,0.16599682,550,281600,425,-0.020167304063215853,1.5041966438293457,0.2,2.714296579360962,0.011310035,-16.365070056915282,0.1568182110786438,7.629444825649261,0.0923828125,0.0003,5490
662,-0.22968872,551,282112,426,-0.02424551743315533,1.5041804313659668,0.2,7.29050350189209,0.00993108,-16.376162457466126,0.23824620246887207,12.558742755651474,0.116015625,0.0003,5500
662,0.9469632,552,282624,426,-0.02356313985073939,1.505540370941162,0.2,18.260955810546875,0.013853074,-16.378451108932495,0.13222169876098633,21.881370496749877,0.1361328125,0.0003,5510
662,-1.3995153,553,283136,427,-0.02523591557983309,1.5051255226135254,0.2,3.2843220233917236,0.009287842,-16.381227564811706,0.029571592807769775,6.614784508943558,0.13515625,0.0003,5520
662,0.6724237,554,283648,428,-0.021866586292162538,1.505416750907898,0.2,2.093722105026245,0.012180628,-16.381382441520692,0.07975798845291138,4.625402098894119,0.1044921875,0.0003,5530
662,-0.52902657,555,284160,428,-0.025974138639867306,1.5066481828689575,0.2,4.636235237121582,0.012369094,-16.38678765296936,0.13054293394088745,11.610454225540161,0.175390625,0.0003,5540
662,0.83381486,556,284672,429,-0.022974810906453057,1.5060985088348389,0.2,3.45288348197937,0.008307191,-16.388709449768065,0.15537381172180176,8.272970271110534,0.0890625,0.0003,5550
662,0.38916662,557,285184,430,-0.024836078623775393,1.5058581829071045,0.2,32.87397003173828,0.009938237,-16.384317207336426,0.1478530764579773,39.64114003181457,0.100390625,0.0003,5560
662,-1.64239,558,285696,431,-0.020666079025249928,1.5088918209075928,0.2,1.4265172481536865,0.012039658,-16.39192113876343,-0.1137685775756836,2.8871234565973283,0.1529296875,0.0003,5570
662,-0.4989884,559,286208,431,-0.019180866866372527,1.512894868850708,0.2,2.737769365310669,0.008713292,-16.41525089740753,0.08202242851257324,6.178274723887443,0.1044921875,0.0003,5580
662,0.27051985,560,286720,432,-0.02900801907526329,1.5054857730865479,0.2,1.4311518669128418,0.014888393,-16.40702588558197,0.08447980880737305,3.1383664816617967,0.14453125,0.0003,5590
663,-1.5523963,561,287232,433,-0.029133158817421644,1.5041720867156982,0.2,2.7500836849212646,0.013202942,-16.380558609962463,0.16538530588150024,5.6181464940309525,0.1685546875,0.0003,5600
663,-0.13282645,562,287744,433,-0.02402869090437889,1.5043699741363525,0.2,4.306026458740234,0.011027744,-16.379171013832092,0.2681303024291992,8.456595373153686,0.1078125,0.0003,5610
663,-0.7057292,563,288256,434,-0.02990823347354308,1.5054736137390137,0.2,2.4086544513702393,0.013770664,-16.38223977088928,0.16724365949630737,9.231749016046525,0.2087890625,0.0003,5620
663,0.23860042,564,288768,435,-0.020018574211280792,1.5043926239013672,0.2,1.9065569639205933,0.012639204,-16.384266901016236,-0.03485584259033203,2.8335387885570524,0.133984375,0.0003,5630
663,0.6054236,565,289280,436,-0.027782988268882036,1.5100265741348267,0.2,0.3768085539340973,0.013675358,-16.395982265472412,0.011994004249572754,1.2761362485587597,0.1775390625,0.0003,5640
663,0.068002015,566,289792,436,-0.03412638719892129,1.512173056602478,0.2,1.1989623308181763,0.016174125,-16.428419971466063,0.15428423881530762,2.581745359301567,0.2041015625,0.0003,5650
663,0.26927453,567,290304,437,-0.03992399055277929,1.508963704109192,0.2,0.6091411113739014,0.020324169,-16.418268823623656,0.13493579626083374,1.7357625409960746,0.1892578125,0.0003,5660
663,-0.10660223,568,290816,438,-0.006882130278972909,1.5101587772369385,0.2,7.21877384185791,0.035644166,-16.415964794158935,0.22636836767196655,11.296199351549149,0.215234375,0.0003,5670
663,0.16838539,569,291328,438,-0.02934685764485039,1.5169175863265991,0.2,0.5070084929466248,0.020605776,-16.436534142494203,-0.1038522720336914,1.3904725573956966,0.2427734375,0.0003,5680
663,0.26523516,570,291840,439,-0.02617068578256294,1.5259710550308228,0.2,0.8792130947113037,0.012623079,-16.484465217590333,0.09887880086898804,2.0708063751459123,0.1591796875,0.0003,5690
663,-0.032546766,571,292352,440,-0.021377971197944136,1.5291846990585327,0.2,0.7794780731201172,0.020454016,-16.521038627624513,0.06781315803527832,1.738124218583107,0.157421875,0.0003,5700
663,-0.9398484,572,292864,441,-0.0248233912861906,1.534993290901184,0.2,1.1915435791015625,0.012570279,-16.544466304779053,0.16946274042129517,3.19879194945097,0.1314453125,0.0003,5710
664,-0.48165715,573,293376,441,-0.013257883809274063,1.5338788032531738,0.2,2.5964694023132324,0.08544549,-16.555307507514954,0.2965966463088989,5.23721330165863,0.380859375,0.0003,5720
664,-0.16275775,574,293888,442,-0.02092505191685632,1.5299488306045532,0.2,1.1290549039840698,0.009590858,-16.54276762008667,0.1948203444480896,6.334378075599671,0.098828125,0.0003,5730
664,1.0627909,575,294400,443,-0.020826769713312387,1.5305249691009521,0.2,2.298037052154541,0.011985583,-16.530130076408387,0.033899784088134766,4.346483373641968,0.144140625,0.0003,5740
664,0.2591586,576,294912,443,-0.03022422540234402,1.5249004364013672,0.2,1.5021421909332275,0.01255043,-16.520895433425903,0.09157031774520874,3.5532849550247194,0.15078125,0.0003,5750
664,0.120832175,577,295424,444,-0.02401083764852956,1.5223530530929565,0.2,4.503777980804443,0.012669707,-16.49389443397522,0.13350951671600342,9.951670861244201,0.142578125,0.0003,5760
664,0.03662389,578,295936,445,-0.02262250813655555,1.5202475786209106,0.2,1.2188405990600586,0.011611884,-16.48370885848999,0.15436798334121704,6.890297162532806,0.1119140625,0.0003,5770
664,-0.30771425,579,296448,446,-0.01932794874883257,1.5197440385818481,0.2,16.176633834838867,0.011710967,-16.47507393360138,0.16940069198608398,34.31563287973404,0.0935546875,0.0003,5780
664,-0.36561814,580,296960,446,-0.0225765636889264,1.5242575407028198,0.2,0.8033902645111084,0.019923445,-16.486609053611755,-0.19131982326507568,1.962041874229908,0.2099609375,0.0003,5790
664,-1.3903162,581,297472,447,-0.021901482495013624,1.5219464302062988,0.2,2.2412195205688477,0.010642389,-16.493464493751524,0.09760713577270508,5.824282020330429,0.1326171875,0.0003,5800
664,-0.8911147,582,297984,448,-0.02894036629004404,1.52108895778656,0.2,1.2454073429107666,0.01299799,-16.486213827133177,0.09456449747085571,2.831836497783661,0.175390625,0.0003,5810
665,-2.8630295,583,298496,448,-0.019836929184384643,1.5246168375015259,0.2,3.445693254470825,0.009226881,-16.48900113105774,0.17180973291397095,5.277389281988144,0.1166015625,0.0003,5820
