time/fps,train/reward,time/iterations,time/total_timesteps,time/time_elapsed,train/policy_gradient_loss,train/std,train/clip_range,train/loss,train/approx_kl,train/entropy_loss,train/explained_variance,train/value_loss,train/clip_fraction,train/learning_rate,train/n_updates
664,-0.024185568,34,17408,26,-0.03447946652304381,1.016456127166748,0.2,0.7422243356704712,0.013638934,-12.905711305141448,-0.020517706871032715,2.0656319856643677,0.1685546875,0.0003,330
665,0.51433814,35,17920,26,-0.01860759119736031,1.0217796564102173,0.2,0.3132692873477936,0.010730894,-12.939468789100648,0.04338085651397705,1.5700100170448423,0.1544921875,0.0003,340
666,-0.7002648,36,18432,27,-0.026416710251942276,1.025275468826294,0.2,0.21957263350486755,0.011108393,-12.976928746700287,-0.05429208278656006,0.7754082567989826,0.1275390625,0.0003,350
668,0.38272667,37,18944,28,-0.02594474346842617,1.0254557132720947,0.2,0.5344830751419067,0.010343438,-12.994245100021363,-0.007889509201049805,1.292544212937355,0.1189453125,0.0003,360
669,0.36156324,38,19456,29,-0.02480953229824081,1.0259301662445068,0.2,1.6414234638214111,0.010600485,-12.99604548215866,0.01843893527984619,2.7287260338664057,0.1,0.0003,370
670,-0.23315969,39,19968,29,-0.029010728583671153,1.0280909538269043,0.2,2.78920316696167,0.009349529,-13.008924412727357,0.04826664924621582,6.198198625445366,0.082421875,0.0003,380
671,0.46766075,40,20480,30,-0.025980162236373873,1.0278483629226685,0.2,6.887504577636719,0.011798674,-13.017707169055939,0.0189361572265625,12.244441586732865,0.1369140625,0.0003,390
672,0.6656335,41,20992,31,-0.022216667895554564,1.026307463645935,0.2,0.45012450218200684,0.009169795,-13.010902261734008,-0.024782657623291016,1.0354066133499145,0.1162109375,0.0003,400
673,-0.663312,42,21504,31,-0.027233931247610598,1.0287408828735352,0.2,0.28737279772758484,0.011880672,-13.013425505161285,-0.031090378761291504,1.2963987551629543,0.1314453125,0.0003,410
675,-2.949065,43,22016,32,-0.023872501461300998,1.0304738283157349,0.2,1.691452980041504,0.010547537,-13.030159652233124,0.024090349674224854,3.4378790974617006,0.0943359375,0.0003,420
675,-1.0730447,44,22528,33,-0.032607189007103445,1.0318340063095093,0.2,1.1473294496536255,0.01102379,-13.0450244307518,0.020020484924316406,3.237118434906006,0.1326171875,0.0003,430
676,0.21307686,45,23040,34,-0.03292250409722328,1.0309064388275146,0.2,2.587563991546631,0.011050025,-13.047137510776519,0.029322147369384766,6.178962507843972,0.13828125,0.0003,440
676,0.23578829,46,23552,34,-0.016907379403710364,1.0323973894119263,0.2,1.8060311079025269,0.011156702,-13.048416483402253,0.03663790225982666,3.345574428513646,0.141796875,0.0003,450
677,1.2511389,47,24064,35,-0.02343918689293787,1.0358357429504395,0.2,0.6082352995872498,0.009500943,-13.069185936450959,-0.05595088005065918,1.6197482645511627,0.08984375,0.0003,460
678,-0.6303422,48,24576,36,-0.03182634969707578,1.0400006771087646,0.2,0.7227477431297302,0.014080001,-13.10209983587265,0.007238924503326416,1.798482532799244,0.1583984375,0.0003,470
679,1.6885943,49,25088,36,-0.027427875204011798,1.0396391153335571,0.2,2.1741907596588135,0.012442801,-13.118555879592895,0.02705562114715576,4.722303596138954,0.1439453125,0.0003,480
680,0.057291042,50,25600,37,-0.033325065847020593,1.0406970977783203,0.2,4.044855117797852,0.012438642,-13.120170402526856,0.05952024459838867,7.071276980638504,0.140625,0.0003,490
680,0.20304993,51,26112,38,-0.02580540851922706,1.0423814058303833,0.2,5.004334926605225,0.011910452,-13.132811534404755,0.02879154682159424,14.677677416801453,0.1279296875,0.0003,500
672,-0.050617635,52,26624,39,-0.024261439964175225,1.0438745021820068,0.2,0.051610201597213745,0.009461867,-13.146491742134094,-0.11388897895812988,0.5420031446963549,0.126171875,0.0003,510
672,0.32065943,53,27136,40,-0.023950366966892032,1.0432047843933105,0.2,0.4599434733390808,0.009182858,-13.148336613178254,-0.013542652130126953,1.319850829988718,0.113671875,0.0003,520
672,-0.11594537,54,27648,41,-0.02541257473640144,1.046109676361084,0.2,1.3953324556350708,0.011240456,-13.15862363576889,0.044219017028808594,2.6296218380331995,0.1115234375,0.0003,530
672,0.16795816,55,28160,41,-0.03446718257619068,1.0478109121322632,0.2,0.7836053371429443,0.0150691345,-13.179943370819093,0.030743539333343506,2.8462654396891596,0.172265625,0.0003,540
672,-0.19667917,56,28672,42,-0.031322041677776725,1.048875331878662,0.2,3.5088281631469727,0.011083374,-13.191408765316009,0.0687304139137268,9.425469899177552,0.1083984375,0.0003,550
672,-0.48129886,57,29184,43,-0.017374310974264517,1.0508134365081787,0.2,7.66133451461792,0.024452202,-13.204979586601258,0.017461061477661133,7.615007612854242,0.153515625,0.0003,560
673,-0.53192145,58,29696,44,-0.025363921918324196,1.0554029941558838,0.2,0.4286922216415405,0.012285359,-13.231157875061035,-0.09365606307983398,1.4548535920679568,0.13203125,0.0003,570
673,0.9645918,59,30208,44,-0.026930997509043663,1.0584803819656372,0.2,0.8739269375801086,0.010332036,-13.264418005943298,0.014409542083740234,2.4791985869407656,0.1298828125,0.0003,580
674,-0.56737953,60,30720,45,-0.01656657869461924,1.0613558292388916,0.2,2.504563808441162,0.01795477,-13.291458487510681,0.03650689125061035,4.648112034797668,0.1640625,0.0003,590
674,-0.026572648,61,31232,46,-0.02867397539084777,1.0625145435333252,0.2,3.3196847438812256,0.0101728765,-13.30574655532837,0.07519024610519409,7.957799524068832,0.113671875,0.0003,600
670,0.09551539,62,31744,47,-0.02711155063007027,1.0638569593429565,0.2,4.6649017333984375,0.0124267265,-13.316108787059784,0.02927941083908081,11.504622292518615,0.1642578125,0.0003,610
669,-0.87223536,63,32256,48,-0.026025359332561494,1.0647690296173096,0.2,0.33367919921875,0.014609903,-13.325174963474273,-0.07058024406433105,1.2086869701743126,0.1873046875,0.0003,620
670,1.5296224,64,32768,48,-0.024863686109893025,1.06434965133667,0.2,0.25732630491256714,0.010632317,-13.327016246318816,0.0034113526344299316,1.123118343949318,0.120703125,0.0003,630
670,1.699144,65,33280,49,-0.024599308567121624,1.0653777122497559,0.2,2.2435388565063477,0.011790361,-13.328698003292084,0.029326140880584717,4.024396076798439,0.1326171875,0.0003,640
666,0.87303436,66,33792,50,-0.02953859294648282,1.0637561082839966,0.2,0.8544126749038696,0.011366835,-13.328242254257201,0.013507604598999023,3.4742861062288286,0.1103515625,0.0003,650
665,0.116008595,67,34304,51,-0.032163784559816125,1.0658643245697021,0.2,5.8463521003723145,0.011385877,-13.325039207935333,0.08630263805389404,11.160667896270752,0.149609375,0.0003,660
665,-0.77162254,68,34816,52,-0.018140774546191098,1.0682705640792847,0.2,0.08084896206855774,0.015032305,-13.345711743831634,0.03707683086395264,9.163431206345559,0.1630859375,0.0003,670
666,-1.1061021,69,35328,53,-0.023265855899080635,1.0675371885299683,0.2,1.2486159801483154,0.01098843,-13.354922914505005,-0.02396678924560547,3.177791674435139,0.1046875,0.0003,680
666,-0.15018961,70,35840,53,-0.024582503305282444,1.0690264701843262,0.2,1.2365679740905762,0.014129366,-13.352630531787872,0.026304900646209717,3.4652411580085754,0.1494140625,0.0003,690
667,0.7249375,71,36352,54,-0.026827950333245098,1.069476842880249,0.2,3.237700939178467,0.011352511,-13.361466133594513,0.03443270921707153,7.526368182897568,0.15546875,0.0003,700
668,0.2644857,72,36864,55,-0.034383479482494296,1.0726027488708496,0.2,2.0399513244628906,0.013040107,-13.375546848773956,0.09947377443313599,7.875225260853767,0.18828125,0.0003,710
669,-0.5790487,73,37376,55,-0.024225162860238923,1.0737991333007812,0.2,9.338757514953613,0.012225105,-13.393349361419677,0.04389280080795288,17.870161831378937,0.1404296875,0.0003,720
669,0.38089532,74,37888,56,-0.02596947329584509,1.0703686475753784,0.2,0.3063509464263916,0.012279713,-13.386712610721588,-0.06578266620635986,0.9065534546971321,0.1455078125,0.0003,730
670,-0.95752174,75,38400,57,-0.026004413480404765,1.0667580366134644,0.2,0.663643479347229,0.014183354,-13.35439121723175,-0.007418990135192871,1.5527465797960758,0.1515625,0.0003,740
670,1.0605075,76,38912,58,-0.022774643951561303,1.064302682876587,0.2,1.8659173250198364,0.010105042,-13.329621040821076,0.05618029832839966,3.986244398355484,0.13125,0.0003,750
671,2.9581757,77,39424,58,-0.028712453600019217,1.0629302263259888,0.2,0.7755126953125,0.01061266,-13.31270614862442,0.0008425712585449219,2.7739572927355765,0.141796875,0.0003,760
672,0.11198749,78,39936,59,-0.03520986932562664,1.0629167556762695,0.2,4.582246780395508,0.013505317,-13.308410537242889,0.1138390302658081,10.52123402953148,0.13828125,0.0003,770
672,0.52752924,79,40448,60,-0.018434195732697844,1.0653059482574463,0.2,8.069280624389648,0.008409774,-13.315729880332947,0.04591852426528931,12.576746044307948,0.1640625,0.0003,780
671,-0.57214,80,40960,61,-0.020448250183835625,1.0686661005020142,0.2,0.5439547300338745,0.008208806,-13.340384256839751,-0.07473635673522949,1.5814110696315766,0.0779296875,0.0003,790
670,0.6781107,81,41472,61,-0.02806497734854929,1.0665990114212036,0.2,0.6852196455001831,0.010967972,-13.347751903533936,0.011894762516021729,1.7805992409586906,0.141796875,0.0003,800
668,1.5420296,82,41984,62,-0.024811985495034605,1.067500114440918,0.2,2.210008382797241,0.009006692,-13.339354467391967,0.048504650592803955,6.252940145134926,0.087109375,0.0003,810
665,-0.028250672,83,42496,63,-0.027247664355672895,1.0682291984558105,0.2,4.303810119628906,0.010229321,-13.347698628902435,0.0999409556388855,8.292853510379791,0.150390625,0.0003,820
666,-0.025169421,84,43008,64,-0.026786587946116925,1.0695643424987793,0.2,8.396099090576172,0.010963237,-13.355100345611572,0.05317574739456177,16.32949737906456,0.125390625,0.0003,830
666,0.0016505191,85,43520,65,-0.022124800307210535,1.0681707859039307,0.2,-0.042491331696510315,0.013670644,-13.358764398097993,-0.35539424419403076,0.3450414348393679,0.157421875,0.0003,840
664,-1.7498541,86,44032,66,-0.03163733533583581,1.065824270248413,0.2,0.24340707063674927,0.012491249,-13.341142940521241,-0.006646513938903809,1.014172039926052,0.1810546875,0.0003,850
664,-0.34009293,87,44544,67,-0.03088556748116389,1.064386248588562,0.2,1.8764387369155884,0.0127000455,-13.32266058921814,0.04198414087295532,3.3869828313589094,0.178125,0.0003,860
664,-0.18005908,88,45056,67,-0.028695888945367187,1.0682549476623535,0.2,0.8465566039085388,0.013586352,-13.331408989429473,0.03028625249862671,3.1867990463972093,0.1333984375,0.0003,870
665,-0.071955055,89,45568,68,-0.027468066930305214,1.0726115703582764,0.2,4.4116058349609375,0.01157679,-13.371289694309235,0.13028371334075928,9.87961150407791,0.103515625,0.0003,880
665,0.35502765,90,46080,69,-0.015011236304417253,1.0730255842208862,0.2,7.613218784332275,0.008497592,-13.390015041828155,0.0557175874710083,11.492275007814168,0.1025390625,0.0003,890
666,-0.0023953787,91,46592,69,-0.024349935899954288,1.070495843887329,0.2,0.23391830921173096,0.0128555205,-13.382378005981446,-0.0632927417755127,0.8982008919119835,0.1423828125,0.0003,900
666,0.3572566,92,47104,70,-0.02505594752728939,1.0681371688842773,0.2,0.6617678999900818,0.012896029,-13.362953519821167,0.0292050838470459,1.3937077283859254,0.1220703125,0.0003,910
666,1.5003138,93,47616,71,-0.02477024665568024,1.0663419961929321,0.2,1.6130321025848389,0.011187879,-13.342695212364196,0.05761218070983887,4.856988734006881,0.122265625,0.0003,920
667,0.039890222,94,48128,72,-0.029366858821595086,1.06577730178833,0.2,2.6908841133117676,0.010022728,-13.334266459941864,0.11065095663070679,6.617529022693634,0.1091796875,0.0003,930
667,1.480834,95,48640,72,-0.023117908183485268,1.068755030632019,0.2,4.817922115325928,0.01001156,-13.34219970703125,0.05903208255767822,16.05753442645073,0.117578125,0.0003,940
667,-0.031816907,96,49152,73,-0.022026290639769287,1.069480299949646,0.2,0.13974449038505554,0.009518474,-13.361591613292694,-0.0653693675994873,0.8141096852719784,0.1267578125,0.0003,950
668,-0.22032249,97,49664,74,-0.025618674850557,1.0726580619812012,0.2,0.31936711072921753,0.013793968,-13.378028607368469,0.019940733909606934,1.110529464483261,0.154296875,0.0003,960
667,0.28284806,98,50176,75,-0.029604939464479684,1.0755000114440918,0.2,1.3745574951171875,0.012547485,-13.40332579612732,0.019642114639282227,3.1294835835695265,0.1251953125,0.0003,970
667,-0.18967098,99,50688,75,-0.03028034759918228,1.0744516849517822,0.2,0.7602236270904541,0.016290626,-13.410336136817932,0.036549925804138184,2.597382964193821,0.185546875,0.0003,980
667,-0.04422006,100,51200,76,-0.03349305564770475,1.0740936994552612,0.2,5.501197338104248,0.0123436665,-13.402208626270294,0.14182013273239136,8.8834377348423,0.15546875,0.0003,990
667,0.092945695,101,51712,77,-0.020252877357415856,1.0752516984939575,0.2,5.155098915100098,0.014508423,-13.40210018157959,0.055824100971221924,10.416621323674917,0.16484375,0.0003,1000
663,1.4374571,102,52224,78,-0.03167189996456728,1.0762765407562256,0.2,0.2902536392211914,0.015738815,-13.411555922031402,-0.06500518321990967,1.072705791145563,0.2044921875,0.0003,1010
663,0.118954726,103,52736,79,-0.03378901490941644,1.0799484252929688,0.2,0.8098148703575134,0.012068452,-13.431242752075196,0.023598194122314453,1.4949982471764087,0.1673828125,0.0003,1020
663,-0.7694385,104,53248,80,-0.0275972964707762,1.0789133310317993,0.2,2.24487042427063,0.011300915,-13.44489253759384,0.06122303009033203,4.184211394190788,0.119921875,0.0003,1030
663,0.040182795,105,53760,81,-0.03219656330766156,1.0798674821853638,0.2,2.9731123447418213,0.014788805,-13.44293087720871,0.11636710166931152,7.063837775588036,0.1552734375,0.0003,1040
662,-0.23676142,106,54272,81,-0.029943396744783968,1.0786715745925903,0.2,6.466811656951904,0.0127507,-13.443903052806855,0.07148832082748413,14.286357140541076,0.1802734375,0.0003,1050
662,0.016962035,107,54784,82,-0.022829955525230615,1.083300232887268,0.2,-0.053385645151138306,0.011192622,-13.454024422168732,-0.4345816373825073,0.2860071249306202,0.13359375,0.0003,1060
662,0.1776565,108,55296,83,-0.030636377236805856,1.082930088043213,0.2,-0.07212959229946136,0.015566521,-13.477354550361634,-0.14923763275146484,0.30346375666558745,0.1994140625,0.0003,1070
662,0.4757281,109,55808,84,-0.02807655205251649,1.0853209495544434,0.2,0.27301025390625,0.015144348,-13.483072352409362,-0.02046048641204834,1.0601074069738388,0.1431640625,0.0003,1080
663,0.8776758,110,56320,84,-0.03274592825910076,1.0849019289016724,0.2,0.20458538830280304,0.015220377,-13.493686068058015,0.006797969341278076,0.9381503365933895,0.1482421875,0.0003,1090
663,-0.3486229,111,56832,85,-0.03522286231163889,1.084737777709961,0.2,2.0001578330993652,0.013659616,-13.489547395706177,0.17789465188980103,3.724699467420578,0.1779296875,0.0003,1100
663,0.24011879,112,57344,86,-0.025189075199887157,1.0861756801605225,0.2,0.8871375322341919,0.020525612,-13.494945788383484,0.05361366271972656,3.769853252917528,0.1900390625,0.0003,1110
664,0.039978694,113,57856,87,-0.039045905624516306,1.0865182876586914,0.2,0.2668130397796631,0.017775955,-13.503601634502411,-0.019715309143066406,1.0014338836073875,0.2482421875,0.0003,1120
664,-0.4114803,114,58368,87,-0.03181733606033958,1.0818926095962524,0.2,0.19552257657051086,0.014188899,-13.4879465341568,0.04341942071914673,1.1794847689568997,0.1572265625,0.0003,1130
665,1.0865086,115,58880,88,-0.02768531918991357,1.084036946296692,0.2,1.973737359046936,0.011771163,-13.47475643157959,0.050554096698760986,4.49788669347763,0.1490234375,0.0003,1140
665,-0.08632214,116,59392,89,-0.030135524773504584,1.086372971534729,0.2,3.189277410507202,0.01086089,-13.49598183631897,0.11946243047714233,6.7750023156404495,0.148828125,0.0003,1150
665,-0.5500948,117,59904,89,-0.025241900503169747,1.0871033668518066,0.2,6.371289253234863,0.011644882,-13.511278510093689,0.06826525926589966,15.051094102859498,0.1451171875,0.0003,1160
665,-0.39611435,118,60416,90,-0.0220790519437287,1.0866949558258057,0.2,-0.05447085201740265,0.010092928,-13.512943506240845,-0.15413832664489746,0.500894133746624,0.143359375,0.0003,1170
665,0.82793975,119,60928,91,-0.021472052673925646,1.0863863229751587,0.2,0.6065596342086792,0.009369319,-13.508992981910705,0.022859513759613037,1.5177424557507038,0.1208984375,0.0003,1180
663,0.10724622,120,61440,92,-0.024557168991304935,1.0862644910812378,0.2,1.005887746810913,0.0101531455,-13.505507504940033,0.057557106018066406,2.4342378824949265,0.125390625,0.0003,1190
662,-0.39450768,121,61952,93,-0.025582100744941272,1.0856516361236572,0.2,1.177830696105957,0.011161457,-13.501024413108826,0.04870563745498657,3.032275031507015,0.0990234375,0.0003,1200
663,-0.015614526,122,62464,94,-0.03165945679647848,1.084496021270752,0.2,6.289407253265381,0.01110957,-13.493682754039764,0.14717096090316772,11.222871619462968,0.1474609375,0.0003,1210
662,1.0247028,123,62976,94,-0.014516093232668937,1.0859452486038208,0.2,4.228055000305176,0.007089422,-13.492769265174866,0.04734635353088379,13.518023046851159,0.078515625,0.0003,1220
662,-0.03362327,124,63488,95,-0.027698815520852803,1.0812294483184814,0.2,0.2910100519657135,0.011088353,-13.483469343185424,-0.0181884765625,0.9942198574543,0.1607421875,0.0003,1230
662,-0.13403511,125,64000,96,-0.027781288465484978,1.0828585624694824,0.2,0.5382996797561646,0.014186247,-13.467337310314178,0.023984968662261963,1.8368585914373399,0.15703125,0.0003,1240
661,-0.3094414,126,64512,97,-0.018826705671381207,1.0840097665786743,0.2,2.954707384109497,0.012994161,-13.478360426425933,0.06399255990982056,5.467464154958725,0.09765625,0.0003,1250
661,0.039714236,127,65024,98,-0.028214221191592514,1.0839887857437134,0.2,5.324591636657715,0.009333379,-13.482236254215241,0.12198108434677124,9.306635272502898,0.126171875,0.0003,1260
661,1.0415239,128,65536,99,-0.02675335993990302,1.0862486362457275,0.2,6.369029998779297,0.012551259,-13.491901612281799,0.07535821199417114,20.863283574581146,0.1564453125,0.0003,1270
661,0.024078967,129,66048,99,-0.01799743219744414,1.0870808362960815,0.2,0.4573706388473511,0.00909254,-13.505754256248474,-0.13546085357666016,1.2093635715544224,0.1072265625,0.0003,1280
661,-0.4851751,130,66560,100,-0.025436892197467385,1.0891324281692505,0.2,0.9349830150604248,0.012908908,-13.516869115829468,0.032743871212005615,2.197262464463711,0.137890625,0.0003,1290
661,-0.13373843,131,67072,101,-0.02217222743202001,1.09512460231781,0.2,2.294598340988159,0.009397604,-13.551023888587952,0.047228455543518066,4.827254459261894,0.0931640625,0.0003,1300
662,0.718461,132,67584,102,-0.024903114314656704,1.0944476127624512,0.2,2.40743350982666,0.0124999955,-13.573118221759795,0.051740407943725586,4.9373542875051495,0.1478515625,0.0003,1310
662,0.6173921,133,68096,102,-0.023183237097691746,1.0911860466003418,0.2,6.236823081970215,0.007197177,-13.554750406742096,0.15649789571762085,12.823656439781189,0.0630859375,0.0003,1320
662,0.20303337,134,68608,103,-0.01964211022714153,1.0911524295806885,0.2,11.725960731506348,0.006768651,-13.537027740478516,0.0617946982383728,16.207415077090264,0.1826171875,0.0003,1330
662,-0.749072,135,69120,104,-0.02434974235948175,1.0934562683105469,0.2,0.49428829550743103,0.011137553,-13.548320043087006,-0.03557920455932617,1.5927434623241425,0.1341796875,0.0003,1340
663,-0.3612655,136,69632,105,-0.023085325257852674,1.0968014001846313,0.2,0.7777512669563293,0.010572975,-13.571063101291656,0.02641195058822632,1.9540870413184166,0.1375,0.0003,1350
663,5.4504743,137,70144,105,-0.026805552700534464,1.0983424186706543,0.2,2.1612088680267334,0.012043947,-13.5919735789299,0.0772784948348999,5.9342561066150665,0.1431640625,0.0003,1360
663,-0.014125334,138,70656,106,-0.029882745689246804,1.1010674238204956,0.2,3.82243275642395,0.0112492675,-13.611744618415832,0.13020437955856323,8.195636588335038,0.1408203125,0.0003,1370
663,0.17530276,139,71168,107,-0.02491194676840678,1.1007459163665771,0.2,6.292903423309326,0.013321308,-13.622977685928344,0.08311766386032104,19.338185000419617,0.1595703125,0.0003,1380
663,-0.43029416,140,71680,108,-0.02392295658355579,1.1070895195007324,0.2,0.24109786748886108,0.015002741,-13.644663774967194,-0.22734522819519043,0.7161831397563219,0.1724609375,0.0003,1390
663,-1.383843,141,72192,108,-0.02574362645391375,1.1069843769073486,0.2,0.7574049234390259,0.012198567,-13.674179816246033,0.03388792276382446,1.4654721111059188,0.178125,0.0003,1400
663,-0.687584,142,72704,109,-0.029163433820940554,1.1081689596176147,0.2,2.060515880584717,0.015381549,-13.675944590568543,0.04815781116485596,4.170040553808212,0.1853515625,0.0003,1410
662,-1.0961075,143,73216,110,-0.022301369649358093,1.1119201183319092,0.2,2.584249496459961,0.010610698,-13.696930694580079,0.05939841270446777,4.801889109611511,0.1234375,0.0003,1420
662,0.060986444,144,73728,111,-0.028559940215200186,1.1086580753326416,0.2,4.68858003616333,0.010222221,-13.701390790939332,0.18272900581359863,11.126016521453858,0.087890625,0.0003,1430
662,-0.21053012,145,74240,112,-0.01954059205017984,1.1083905696868896,0.2,6.562875747680664,0.016515445,-13.682434594631195,0.07442450523376465,14.00663748010993,0.175,0.0003,1440
662,0.15422188,146,74752,112,-0.03213652111589908,1.1085362434387207,0.2,0.16800951957702637,0.019869776,-13.683275532722472,-0.1279505491256714,0.7262371748685836,0.234765625,0.0003,1450
